136;43,483786;-1,557484;en cours;non;Accès uniquement;[Biarritz_WIFI] Office de tourisme de Biarritz;"Square d'Ixelles|24h/24 (extérieur) ; du lundi au vendredi 9h/18h ; samedi 10h/12h et 14h/17h ; dimanche 10h/13h";Borne WIFI;Square d'Ixelles;64200;BIARRITZ;;;;;;;;;;;;;
86;43,3062;-0,376335;En cours;non;Assistance et coups de pouce;A.CO.R;15 avenue Jean Mermoz |64000 PAU |Tél. 05 59 82 82 02|Mail. acor@a-co-r.com|Site web. [[http://www.a-co-r.com]]|**Horaires d'ouverture :**|Du lundi au vendredi : 8h30-17h|**Actions proposées :**|-  Accès (équipement et connexion) : ordinateur avec accès internet|- Assistance (faire avec) : occasionnellement|- Formation (apprendre à faire) : utilisation des outils numériques pour la recherche d'emploi|** Public accueilli :**|De 18 à 71 ans|**Conditions d'accès :** |Gratuit *(réservé aux personnes accompagnées dans le cadre d'une recherche d’emploi)*||;Association;15 avenue Jean Mermoz |;64000;PAU;|Du lundi au vendredi : 8h30-17h|;-  Accès (équipement et connexion) : ordinateur avec accès internet|- Assistance (faire avec) : occasionnellement|- Formation (apprendre à faire) : utilisation des outils numériques pour la recherche d'emploi|;;**Conditions d'accès :** |Gratuit *(réservé aux personnes accompagnées dans le cadre d'une recherche d’emploi)*||;;acor@a-co-r.com|;. 05 59 82 82 02|;http://www.a-co-r.com];;;;;
1;43,493779;-1,481382;En cours;non;Opérateurs de services publics;CAF64 - Site de Pau;"10 Avenue Maréchal Foch|64100 Bayonne|**Actions proposées :**|Ateliers numériques au sein desquels, les techniciens de la CAF font découvrir l'ensemble des télé services et offre de service en lien avec le site caf.fr|D'une durée de 2h, ces ateliers peuventaccueillir jusqu'à 10 ""stagiaires"" maximum et permettent de faciliter l'apprentissage de l'administration numérique de l'organisme.|**Public :**|Allocataires CAF|Se renseigner auprès de la CAF64";CAF;10 Avenue Maréchal Foch|;64100;BAYONNE;;"Ateliers numériques au sein desquels, les techniciens de la CAF font découvrir l'ensemble des télé services et offre de service en lien avec le site caf.fr|D'une durée de 2h, ces ateliers peuventaccueillir jusqu'à 10 ""stagiaires"" maximum et permettent de faciliter l'apprentissage de l'administration numérique de l'organisme.|";;;;;;;;;;;
63;43,498973;-1,455902;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Cyberbase ESCM;26 place des Gascons|Esplanade Balain|64100 Bayonne|Tél. 05 59 55 79 08|Mail. cyberbase.escm@bayonne.fr|**Horaires d'ouverture :**|Lundi, mardi, jeudi, vendredi : 9h-12h et 14h-16h|Mercredi : 9h-12h et 17-20h|**Actions proposées :**|- Accès (10 ordinateurs + 10 tablettes)|- Diagnostic des besoins numériques |- Assistance (faire avec) : découverte des compétences de base, culture numérique, utilisation d'un service d'accès aux droits et d'insertion socio-professionnelle, utilisation d'un logiciel de bureautique|- Formation (apprendre à faire) :;Espace Public Numérique;26 place des Gascons|Esplanade Balain|;64100;BAYONNE;|Lundi, mardi, jeudi, vendredi : 9h-12h et 14h-16h|Mercredi : 9h-12h et 17-20h|;;Tout public;;;cyberbase.escm@bayonne.fr|;. 05 59 55 79 08|;;;oui;;;
133;43,481507;-1,554417;En cours;non;Accès uniquement;[Biarritz_WIFI] Médiathèque de Biarritz;"2 Rue Ambroise Parée|mardi / mercredi / vendredi / samedi : 10h/18h ; jeudi : 14h/18h (hiver) ou 14h/20h (été)";Borne WIFI;2 Rue Ambroise Parée;64200;BIARRITZ;;;;;;;;;;;;;
34;43,484475;-1,481631;En cours;oui;Médiation numérique itinérante;Mon Assistant Numérique Pays Basque;8 avenue du Docteur Léon Moynac|64100 Bayonne|Tél. 06 77 87 39 44|Mél. lmagnaudet@pratimedia.com|Site web. [[https://www.monassistantnumerique.com/home/reseau/accompagnement-numerique-biarritz/]]|**Horaires d'ouverture :**|Du lundi au vendredi, 8h-19h, à domicile sur le matériel des utilisateurs.|**Actions proposées :**|- Accès (type d'équipement et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique + Utilisation d'un service d'accès aux droits ou d'insertion professionnelle|- Formation (apprendre à faire+ certification) : Formation sur-mesure selon les usages et les besoins (logiciels spécifiques, démarches précises, matériel personnel).|- Orientation vers un partenaire|**Public :**|Particuliers|**Conditions d'accès :**|Tarif horaire entre 45€ et 59€, dont 50% sont récupérables sur l'impôt sur le revenu au titre du service à la personne.;Indépendant;8 avenue du Docteur Léon Moynac|;64100;BAYONNE;|Du lundi au vendredi, 8h-19h, à domicile sur le matériel des utilisateurs.|;- Accès (type d'équipement et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique + Utilisation d'un service d'accès aux droits ou d'insertion professionnelle|- Formation (apprendre à faire+ certification) : Formation sur-mesure selon les usages et les besoins (logiciels spécifiques, démarches précises, matériel personnel).|- Orientation vers un partenaire|;Tout public;**Conditions d'accès :**|Tarif horaire entre 45€ et 59€, dont 50% sont récupérables sur l'impôt sur le revenu au titre du service à la personne.;;;. 06 77 87 39 44|;https://www.monassistantnumerique.com/home/reseau/accompagnement-numerique-biarritz/];;;oui;oui;
87;43,477914;-1,556836;En cours;non;Assistance et coups de pouce;Agence de services à la personne | APEF;12 avenue de la gare|64200 Biarritz|Tél. 05 59 23 20 33|Mail.  biarritz@apef.fr|Site Web. [[ http://www.apef-services.fr]]|**Horaires d'ouverture :**|Du lundi au vendredi : 9h-12h30 et 14h-17h30|**Actions proposées:**|- Assistance informatique (faire avec)|**Public :**|Séniors|**Conditions d'accès :**|Payant - Voir tarifs 2018 [[https://www.aht.li/3324483/FICHE_TARIFS_2018_-_BIARRITZ.pdf|ici]];;12 avenue de la gare|;64200;BIARRITZ;|Du lundi au vendredi : 9h-12h30 et 14h-17h30|;Assistance informatique (faire avec)|;;**Conditions d'accès :**|Payant - Voir tarifs 2018 [[https://www.aht.li/3324483/FICHE_TARIFS_2018_-_BIARRITZ.pdf|ici]];;biarritz@apef.fr|;. 05 59 23 20 33|;http://www.apef-services.fr];;;;;
17;42,99958;-0,601542;En cours;non;Services DDFIP64;TM (Trésorerie mixte) BEDOUS;TM BEDOUS|RUE DU MOULIN |BP 16 |6490 BEDOUS|Accueil des particuliers dans leurs démarches fiscales : OUI;Trésorerie mixte;;64490;BEDOUS;;Accueil des particuliers dans leurs démarches fiscales;Tout public;;;;;;;;;;
112;43,499612;-1,458047;En cours;non;Assistance et coups de pouce;SDSEI Adour BAB;Site de Bayonne|25 Avenue de Mounede|64100 Bayonne|Tél. 05 59 50 62 62 |**Actions proposées :**|- Accès WIFI|- Diagnostic des besoins numériques|- Assistance démarches administratives;SDSEI;;64100;BAYONNE;;- Accès WIFI|- Diagnostic des besoins numériques|- Assistance démarches administratives;Tout public;;;;. 05 59 50 62 62 |;;;;;;
58;43,553509;-0,287822;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Espace numérique de Garlin;Espace Entreprises Garlin Pyrénées|46, avenue Gorges Phesans|64 330 GARLIN|Tél : 05 59 04 95 68|Mail. cyberbase.garlin@wanadoo.fr|**Horaires d'ouverture :**|Lundi : 16h-18h30|Mercredi : 9h - 12h30 et 13h30 - 18h30|Jeudi : 16h- 18h30|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire) |**Publics : **|Tout public sur abonnement (12 €/an tarif normal);Espace Public Numérique;46, avenue Gorges Phesans;64 330;GARLIN;|Lundi : 16h-18h30|Mercredi : 9h - 12h30 et 13h30 - 18h30|Jeudi : 16h- 18h30|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire) |;Tout public;;;cyberbase.garlin@wanadoo.fr|;: 05 59 04 95 68|;;;oui;oui;oui;
50;43,166015;-1,202568;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Association Lagun;Maison Mixelenia|Herri bazterra|64220 Saint Jean le Vieux|Tél. 05 59 37 01 90|Mail. aci.lagun@orange.fr|[[www.lagun-garazi.org/]]|**Horaires d'ouverture :**|Ouvert du lundi au vendredi|Horaires hiver (du 16/09 au 14/06) : 8h45-16h45|Horaires été (du 15/06 au 15/09) : 7h30 à 15h30|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|**Publics :**|Personnes éloignées de l'emploi|;IAE;;64220;SAINT JEAN LE VIEUX;|Ouvert du lundi au vendredi|Horaires hiver (du 16/09 au 14/06) : 8h45-16h45|Horaires été (du 15/06 au 15/09) : 7h30 à 15h30|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|;;;;aci.lagun@orange.fr|;. 05 59 37 01 90|;www.lagun-garazi.org/];;;;;
81;43,481508;-1,554383;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque de Biarritz;"2 Rue Ambroise Paré|64200 Biarritz|Tél. 05 59 22 28 86|Mél. mediatheque@biarritz.fr ou dpt.image@biarritz.fr|Site web. [[http://www.mediatheque-biarritz.fr]]|**Horaires d'ouverture :**|mardis, mercredis, vendredis et samedis de 10h à 18h ; jeudis de 14h à 18h|**Actions proposées :**|- Accès (ordinateurs, tablettes et WI-FI)|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique (appropriation des outils numériques et objets connectés par la biais d'ateliers de pratique créative adultes et jeunes publics)|**Public :**|Tout public|**Conditions d'accès :**|Accès internet gratuit pour tous ; ateliers réservés aux abonnés médiathèque";Médiathèque;2 Rue Ambroise Paré|;64200;BIARRITZ;"|mardis, mercredis, vendredis et samedis de 10h à 18h ; jeudis de 14h à 18h|";- Accès (ordinateurs, tablettes et WI-FI)|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique (appropriation des outils numériques et objets connectés par la biais d'ateliers de pratique créative adultes et jeunes publics)|;Tout public;"**Conditions d'accès :**|Accès internet gratuit pour tous ; ateliers réservés aux abonnés médiathèque";;;. 05 59 22 28 86|;http://www.mediatheque-biarritz.fr];;;;oui;
115;43,225085;-0,888906;En cours;non;Assistance et coups de pouce;SDSEI Pays Basque Intérieur;Site de Mauléon|6 place de la résistance|64130 Mauléon-Licharre|**Actions proposées :**|- Accès WIFI|- Assistance démarches administratives;SDSEI;;64130;MAULÉON-LICHARRE;;- Accès WIFI|- Assistance démarches administratives;Tout public;;;;;;;;;;
84;43,49584;-1,487466;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Maison de la Vie Citoyenne Bayonne Centre-Ville;11 rue Georges Bergès |64100 Bayonne|Tél. 05 59 25 57 94|Maill. accueil@mvcbayonnecentreville.org|Site web. [[http://www.mvcbayonnecentreville.org]]|**Horaires d'ouverture :**|9h-12h 14h-19h|du lundi au vendredi sauf mardi et mercredi |matin|**Actions proposées :**|- Orientation vers un partenaire|- Diagnostic des besoins numériques|- Accès (ordinateurs + WIFI)|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base, Culture numérique, Utilisation d'un service d'accès aux droits ou d'insertion professionnelle.|**Public :**|Tout public|**Conditions d'accès :**|Habitant du quartier, adhésion, gratuité ou 2€ par atelier initiation.|;Maison de la Vie Citoyenne;11 rue Georges Bergès |;64100;BAYONNE;|9h-12h 14h-19h|du lundi au vendredi sauf mardi et mercredi |matin|;- Orientation vers un partenaire|- Diagnostic des besoins numériques|- Accès (ordinateurs + WIFI)|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base, Culture numérique, Utilisation d'un service d'accès aux droits ou d'insertion professionnelle.|;Tout public;**Conditions d'accès :**|Habitant du quartier, adhésion, gratuité ou 2€ par atelier initiation.|;;;. 05 59 25 57 94|;http://www.mvcbayonnecentreville.org];;;;;
69;43,30585;-0,393998;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque de Billère;Chateau d'Este|Rue de la Pléiade|64140 Billère|Tél. 05 59 13 06 30|Mail. mediatheques@agglo-pau.fr|Site web. [[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Mardi 13h30 - 18h |Mercredi 10h - 12h30 et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 19h |Samedi 10h - 12h30 et 13h30 |**Actions proposées :**|- Accès (ordinateurs + WIFI)|- Médiation (apprendre à faire) : Culture numérique + de nombreux rdv sur l'agenda du site des médiathèques|- Orientation vers un partenaire|**Public : **|Tout public|**Conditions d'accès :**|Gratuit|;Médiathèque;;64140;BILLÈRE;|Mardi 13h30 - 18h |Mercredi 10h - 12h30 et 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 19h |Samedi 10h - 12h30 et 13h30 |;- Accès (ordinateurs + WIFI)|- Médiation (apprendre à faire) : Culture numérique + de nombreux rdv sur l'agenda du site des médiathèques|- Orientation vers un partenaire|;Tout public;**Conditions d'accès :**|Gratuit|;;mediatheques@agglo-pau.fr|;. 05 59 13 06 30|;https://mediatheques.agglo-pau.fr];;;;;
85;43,313922;-0,345344;En cours;non;Assistance et coups de pouce;Médiathèque de la Montagne;Cité des Pyrénées|29 bis rue Berlioz|64000 Pau|Tél. 05 59 06 99 20|Mél. mediatheques@agglo-pau.fr|[[https://mediatheques.agglo-pau.fr]]|**Horaires d'ouverture :**|Vendredi 15h - 19h|**Actions proposées :**|- Accès (ordinateurs)|**Public :**|Tout public|**Conditions d'accès :**|Gratuit;Médiathèque;Cité des Pyrénées|29 bis rue Berlioz;64000;PAU;|Vendredi 15h - 19h|;- Accès (ordinateurs)|;Tout public;**Conditions d'accès :**|Gratuit;;;. 05 59 06 99 20|;https://mediatheques.agglo-pau.fr];;;;;
118;43,495616;-1,464804;En cours;non;Assistance et coups de pouce;Secours Catholique;9 rue Daniel Argote|64100 Bayonne|;Association;9 rue Daniel Argote|;64100;BAYONNE;;;;;;;;;;;;;
131;43,483071;-1,558641;En cours;non;Accès uniquement;[Biarritz_WIFI] Mairie de Biarritz;12 Avenue Edouard VII|du lundi au vendredi 8h/17h;Borne WIFI;12 Avenue Edouard VII;64200;BIARRITZ;;;;;;;;;;;;;
121;43,498628;-1,493985;En cours;non;Assistance et coups de pouce;ADIE - Antenne Pays Basque;3 rue du Pont de l'Aveugle |64600 ANGLET|Mél. ijammayrac@adie.org|Site web. [[https://www.adie.org/]]|**Horaires d'ouverture :**|Permanence numérique le lundi de 14h à 17h|**Actions proposées :**|- Assistance (aider à faire) : assistance pour les démarches en ligne en lien avec la création et les déclarations (Impots, URSAF, SSI, CFE -immatriculation)|**Public :**|Créateurs d'entreprise, travailleurs indépendants.|**Conditions d'accès :**|Gratuit|;Association;3 rue du Pont de l'Aveugle |;64600;ANGLET;|Permanence numérique le lundi de 14h à 17h|;- Assistance (aider à faire) : assistance pour les démarches en ligne en lien avec la création et les déclarations (Impots, URSAF, SSI, CFE -immatriculation)|;;**Conditions d'accès :**|Gratuit|;;;;https://www.adie.org/];;;;;
49;43,298884;-0,361355;En cours;oui;Accès libre, accompagnement vers l'autonomie et médiation numérique ;AJIR PÔLE ESCALE;9 rue Justin Blanc|64000 Pau |Tél. 05 59 30 59 08|Mail. ajir-escale@ajir-aquitaine.org|[[http://www.ajir-aquitaine.org ]]|**Horaires d'ouverture :**|9h-18h|**Actions proposées :**|Accès (équipement et connexion) : 3 PC sous LINUX un PC sous windows|Assistance (faire avec) : le vendredi de 13h30 à 16h30, cyberl@lavomatic|Formation (apprendre à faire) : le vendredi  de 13h30 à 16h30 , cyberl@lavomatic|**Publics :**|Personnes vulnérables|**Conditions d'accès (tarifs) :**|Gratuit et  chèque numérique |;Association;9 rue Justin Blanc|;64000;PAU;|9h-18h|;Accès (équipement et connexion) : 3 PC sous LINUX un PC sous windows|Assistance (faire avec) : le vendredi de 13h30 à 16h30, cyberl@lavomatic|Formation (apprendre à faire) : le vendredi  de 13h30 à 16h30 , cyberl@lavomatic|;;;;ajir-escale@ajir-aquitaine.org|;. 05 59 30 59 08|;http://www.ajir-aquitaine.org ];;oui;;oui;
122;43,317049;-0,330545;En cours;non;Assistance et coups de pouce;ADIE - Antenne de Pau;18 avenue Léon Blum|64000 PAU|Site web. [[https://www.adie.org/]]|**Horaires d'ouverture :**|Permanence numérique le lundi de 14h à 17h|**Actions proposées :**|- Assistance (aider à faire) : assistance pour les démarches en ligne en lien avec la création et les déclarations Impots, URSAF, SSI, CFE-immatriculation)|**Public :**|Travailleurs indépendants, créateurs d'entreprises|**Conditions d'accès :**|Gratuit|;Association;18 avenue Léon Blum|;64000;PAU;|Permanence numérique le lundi de 14h à 17h|;- Assistance (aider à faire) : assistance pour les démarches en ligne en lien avec la création et les déclarations Impots, URSAF, SSI, CFE-immatriculation)|;;**Conditions d'accès :**|Gratuit|;;;;https://www.adie.org/];;;;;
119;43,474168;-1,556116;En cours;non;Assistance et coups de pouce;Secours catholique;4 allée du chanoine Manterola|64200 Biarritz|**Horaires d'ouverture :**|9h-12h et 14h-17h|**Actions proposées :**|- Accès (équipement et connexion)|- Diagnostic des besoins numériques|Démarrage des actions à partir du deuxième trimestre 2019.|;Association;4 allée du chanoine Manterola|;64200;BIARRITZ;|9h-12h et 14h-17h|;;;;;;;;;;;;
72;43,304957;-0,35095;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Médiathèque des Allées;Avenue des tilleuls|64000 Pau|Tél. 05 47 05 30 46|Mél. mediatheques@agglo-pau.fr|Site web. [[https://mediatheques.agglo-pau.fr[[|**Horaires d'ouverture :**|Mardi 12h - 18h |Mercredi 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 18h |Samedi 10h - 12h30 et 14h - 18h|**Actions proposées :**|- Accès (ordinateurs et WIFI)|- Médiation (apprendre à faire) : culture numérique + De nombreux rdv sur l'agenda du site des médiathèques|**Public :**|Tout public|**Conditions d'accès : **|Gratuit|;Médiathèque;Avenue des tilleuls;64000;PAU;|Mardi 12h - 18h |Mercredi 13h30 - 18h |Jeudi 13h30 - 18h |Vendredi 13h30 - 18h |Samedi 10h - 12h30 et 14h - 18h|;- Accès (ordinateurs et WIFI)|- Médiation (apprendre à faire) : culture numérique + De nombreux rdv sur l'agenda du site des médiathèques|;Tout public;;;;. 05 47 05 30 46|;;;;;;
101;43,180099;-0,257594;En cours;non;Assistance et coups de pouce;MSAP de Nay;8, Cours Pasteur|64800 Nay |Mail. msap@mairienay.fr|**Horaires d'ouverture :**|Lundi : 8h30-12h00 et 13h30-17h00|Mardi : 8h30-12h00 et 13h30-17h00|Mercredi : 8h30-12h00 et 13h30-17h00|Jeudi : 8h30-12h00 et 13h30-17h00|Vendredi : 8h30-12h00 et 13h30-17h00|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|**Publics :**|Tous publics;MSAP;8, Cours Pasteur|;64800;NAY;|Lundi : 8h30-12h00 et 13h30-17h00|Mardi : 8h30-12h00 et 13h30-17h00|Mercredi : 8h30-12h00 et 13h30-17h00|Jeudi : 8h30-12h00 et 13h30-17h00|Vendredi : 8h30-12h00 et 13h30-17h00|;- Accès (équipement et connexion)|- Assistance (faire avec)|;Tout public;;;msap@mairienay.fr|;;;;;;;
109;43,386907;0,054913;En cours;non;Assistance et coups de pouce;MSAP Vic-en-Bigorre;21, place Corps Franc Pommiès|65500 Vic-en-Bigorre|Tél. 06 08 86 42 99|Mail. msap@adour-madiran.fr|**Horaires d'ouverture :**|Mardi : 9h30-12h30 et 14h-17h|Mercredi : 9h30-12h30 et 14h-17h |Jeudi : 9h30-12h30 et 14h-17h|Vendredi : 9h30-12h30 et 14h-17h|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|**Publics :**|Tous publics;MSAP;21, place Corps Franc Pommiès;65500;VIC-EN-BIGORRE;|Mardi : 9h30-12h30 et 14h-17h|Mercredi : 9h30-12h30 et 14h-17h |Jeudi : 9h30-12h30 et 14h-17h|Vendredi : 9h30-12h30 et 14h-17h|;- Accès (équipement et connexion)|- Assistance (faire avec)|;Tout public;;;msap@adour-madiran.fr|;. 06 08 86 42 99|;;;;;;
56;43,49096;-1,471963;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Cyber-base;"71 rue Bourgneuf|64100 Bayonne|Tél. 05 59 15 10 91|Mail. cyberbase@bayonne.fr|**Horaires d'ouverture :**|Lundi : 14h-18h ; Du mardi au vendredi : 9h-12h30 et 14h-18h ; Samedi : 9h-12h30 (les 2 premiers samedis du mois)|**Actions proposées :**|- Accès (10 ordinateurs + 10 tablettes)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Formation (apprendre à faire) : découverte des compétences de base, culture numérique, utilisation d'un service d'accès aux droits ou d'insertion socio-professionnelle, utilisation d'un logiciel de bureautique";Espace Public Numérique;71 rue Bourgneuf|;64100;BAYONNE;"|Lundi : 14h-18h ; Du mardi au vendredi : 9h-12h30 et 14h-18h ; Samedi : 9h-12h30 (les 2 premiers samedis du mois)|";- Accès (10 ordinateurs + 10 tablettes)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Formation (apprendre à faire) : découverte des compétences de base, culture numérique, utilisation d'un service d'accès aux droits ou d'insertion socio-professionnelle, utilisation d'un logiciel de bureautique;Tout public;;;cyberbase@bayonne.fr|;. 05 59 15 10 91|;;;oui;oui;oui;
134;43,478005;-1,566529;En cours;non;Accès uniquement;[Biarritz_WIFI] Côte des Basques - Etablissement des Bains de Mer;10 Boulevard du Prince de Galles|24h/24;Borne WIFI;10 Boulevard du Prince de Galles|;64200;BIARRITZ;;;;;;;;;;;;;
79;43,162018;-1,237398;En cours;oui;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Les Sens du Web;6, rue d'Espagne|64220 Saint-Jean-Pied-de-Port|Tél. 06 14 79 79 88|Mél. sensduweb@sfr.fr|Site web. [[https://sensduweb.fr]]|**Horaires d'ouverture :**|09h00 - 19h00|**Actions proposées :**|- Accès (type d'équipement et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique + téléphonie mobile|- Orientation vers un partenaire|**Public :**|Tout public|**Conditions d'accès :**|Cotisation annuelle + Prestations;Association;6, rue d'Espagne|;64220;SAINT-JEAN-PIED-DE-PORT;|09h00 - 19h00|;- Accès (type d'équipement et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|- Médiation (apprendre à faire) : Découverte des compétences de base + Culture numérique + téléphonie mobile|- Orientation vers un partenaire|;;**Conditions d'accès :**|Cotisation annuelle + Prestations;;;. 06 14 79 79 88|;https://sensduweb.fr];;;oui;oui;
67;43,370659;-0,628753;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;La Cyber;Avenue Charles Moureu|64150 Mourenx|Tél : 05 59 80 58 84|Courriel : cyberbases@cc-lacqorthez.fr|Site web : [[http://www.cc-lacqorthez.fr/CYBERBASE]]|**Horaires d'ouverture :**|Lundi, mardi, jeudi, vendredi : 13h-18h15|Mercredi, samedi : 9h15-12h et 13h-18h15|Horaires d'été* :|Du lundi au samedi : 9h15-12h et 13h-17h|Sauf les matins des lundi et jeudi    |**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|**Publics :**|Tous publics;Espace Public Numérique;Avenue Charles Moureu;64150;MOURENX;|Lundi, mardi, jeudi, vendredi : 13h-18h15|Mercredi, samedi : 9h15-12h et 13h-18h15|Horaires d'été* :|Du lundi au samedi : 9h15-12h et 13h-17h|Sauf les matins des lundi et jeudi    |;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|;Tout public;;;;: 05 59 80 58 84|;http://www.cc-lacqorthez.fr/CYBERBASE];;oui;oui;oui;
82;43,307386;-0,362575;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Maison du Citoyen MSAP Saragosse;2 rue du 8 mai 1945|64000 Pau|Tél. 05 59 98 64 23|Mail. maisonducitoyen.saragosse@ville-pau.fr|**Horaires d'ouverture :**|Mercredi, jeudi et vendredi : 9h30-16h30|**Actions proposées :**|- Diagnostic des besoins numériques|- Assistance (faire avec)|||**Actions proposées :**|- Accès (équipement et connexion)|- Diagnostic des besoins numériques|- Assistance (faire avec)|**Public :**|Tous publics;MSAP;2 rue du 8 mai 1945|;64000;PAU;|Mercredi, jeudi et vendredi : 9h30-16h30|;- Diagnostic des besoins numériques|- Assistance (faire avec)|||;Tout public;;;maisonducitoyen.saragosse@ville-pau.fr|;. 05 59 98 64 23|;;;;;;
92;43,491317;-1,478478;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;FJT Côte Basque;42 Boulevard du Rempart Lachepaillet|64100 Bayonne|Tél. 05 59 59 33 30|Mél. fjtcotebasque@gmail.com (animation)|Site web. [[http://www.fjtcotebasque.com]]|**Horaires d'ouverture :**|2 interventions par semestre en soirée|**Actions proposées :**|Conférences-débat sur le thème du numérique, des écrans et des données personnelles|**Public :**|Tout public|**Conditions d'accès :**|Gratuit||;Foyer de Jeunes Travailleurs;42 Boulevard du Rempart Lachepaillet|;64100;BAYONNE;|2 interventions par semestre en soirée|;Conférences-débat sur le thème du numérique, des écrans et des données personnelles|;;**Conditions d'accès :**|Gratuit||;;;. 05 59 59 33 30|;http://www.fjtcotebasque.com];;;;oui;
57;43,466528;0,034772;En cours;non;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Cyber-base d'Adour Madiran /MSAP;188 allées Larbanès|65700 Maubourguet|Tél. 05 62 96 07 93|Mail. cyberbase@adour-madiran.fr|**Horaires d'ouverture :**|9h-13h et 14h-18h|**Actions proposées :**|- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|**Publics :**|Tous publics|;Espace Public Numérique;188 allées Larbanès;65700;MAUBOURGUET;|9h-13h et 14h-18h|;- Accès (équipement et connexion)|- Assistance (faire avec)|- Formation (apprendre à faire)|;Tout public;;;cyberbase@adour-madiran.fr|;. 05 62 96 07 93|;;;;;;
93;43,344885;-0,265446;en cours;oui;Accès libre, accompagnement vers l'autonomie et médiation numérique ;Insertion Emploi Béarn Adour (IEBA);Place de la Tour|64160 Morlaàs|Tél.  05 59 33 63 67|Mail. contact@ieba64.com|**Horaires d'ouverture :**|Du lundi au vendredi : 8h30-12h et 14h-17h|**Actions proposées :**|Accès (équipement et connexion) : 5 ordinateurs en libre-service, connexion et imprimante, photocopies également.|Assistance (faire avec) : assistance quand lien avec orientation/formation et emploi - Assistance possible pour démarches administratives et inclusives, en fonction de la disponibilité de l’agent d’accueil|**Public :**|Tous publics|**Conditions d'accès (tarifs) :**|Gratuit|;Mission Locale;;64160;MORLAÀS;|Du lundi au vendredi : 8h30-12h et 14h-17h|;Accès (équipement et connexion) : 5 ordinateurs en libre-service, connexion et imprimante, photocopies également.|Assistance (faire avec) : assistance quand lien avec orientation/formation et emploi - Assistance possible pour démarches administratives et inclusives, en fonction de la disponibilité de l’agent d’accueil|;;;;contact@ieba64.com|;.  05 59 33 63 67|;;;;;;
