slug;typeCommunecter;tags;url;shortDescription;image;description;__recordKey__;email;address;geo;@type;name;geo_latitude;geo_longitude;geometrie;url_communecter;address_addresslocality;address_codeinsee;address_postalcode;address_streetaddress
regusPorteDeValenciennes;LocalBusiness;"En fonctionnement;Coworking;Télétravail;TiersLieux";"{""website"": ""https://www.regus.fr/workspace/lille"", ""communecter"": ""https://www.communecter.org/#@regusPorteDeValenciennes"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c16""}";"""";;"https://www.regus.fr/workspace/lille""";5d41656140bb4e913e0e4c16;;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""1 Boulevard Paul Painlevé"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.624865"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.030102""}";Organization;Régus - Porte de Valenciennes;50.624865;3.030102;50.624865,3.030102;https://www.communecter.org/#@regusPorteDeValenciennes;LILLE;59350;59000;1 Boulevard Paul Painlevé
wetail;LocalBusiness;"En fonctionnement;Accompagnement de projets;Télétravail;TiersLieux";"{""website"": ""http://www.wetail.com/fr/home/"", ""communecter"": ""https://www.communecter.org/#@wetail"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c1e""}";Wetail Lille offre 1 000m2 destinés à accueillir dans des conditions optimales les acteurs de  l’innovation du retail.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/2f795566cd3988e481a8297b140ca0bb;;5d41656140bb4e913e0e4c1e;contact@wetail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""33 Rue du Molinel"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.649321"", ""@type"": ""GeoCoordinates"", ""longitude"": ""2.973584""}";Organization;Wetail;50.649321;2.973584;50.649321,2.973584;https://www.communecter.org/#@wetail;LILLE;59350;59000;33 Rue du Molinel
cybercentreJeanCoppin;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-loos.fr/srub-220-193-1026-presentation-des-cybercentres.html"", ""communecter"": ""https://www.communecter.org/#@cybercentreJeanCoppin"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656140bb4e913e0e4c2d""}";"""";;"http://www.ville-loos.fr/srub-220-193-1026-presentation-des-cybercentres.html""";5d41656140bb4e913e0e4c2d;cybercentreloos@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LOOS"", ""streetAddress"": ""98 Avenue Lelièvre"", ""postalCode"": ""59120"", ""codeInsee"": ""59360"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6160568"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0177725""}";Organization;Cybercentre Jean Coppin;50.6160568;3.0177725;50.6160568,3.0177725;https://www.communecter.org/#@cybercentreJeanCoppin;LOOS;59360;59120;98 Avenue Lelièvre
regusChateauRouge;LocalBusiness;"En fonctionnement;Coworking;Entre 60 et 200m2;Télétravail;TiersLieux";"{""website"": ""https://www.regus.fr/workspace/lille"", ""communecter"": ""https://www.communecter.org/#@regusChateauRouge"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656240bb4e913e0e4c41""}";"""Capacité d'accueil de 100 m2 peut recevoir jusqu'à 100 personnes";;"https://www.regus.fr/workspace/lille""";5d41656240bb4e913e0e4c41;;"{""addressCountry"": ""FR"", ""addressLocality"": ""MARCQ EN BAROEUL"", ""streetAddress"": ""Voie Chateau Rouge - Cerisaie, Marcq-en-Barœul, 59700"", ""postalCode"": ""59700"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.676483"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.110963""}";Organization;Régus - Château Rouge;50.676483;3.110963;50.676483,3.110963;https://www.communecter.org/#@regusChateauRouge;MARCQ EN BAROEUL;undefined;59700;Voie Chateau Rouge - Cerisaie, Marcq-en-Barœul, 59700
centreDelmotte;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.marquettelezlille.fr/fr/Aide-Services/Solidarite/Le-CCAS"", ""communecter"": ""https://www.communecter.org/#@centreDelmotte"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656240bb4e913e0e4c45""}";"""";;"http://www.marquettelezlille.fr/fr/Aide-Services/Solidarite/Le-CCAS""";5d41656240bb4e913e0e4c45;jean-francois.biancotto@laposte.net;"{""addressCountry"": ""FR"", ""addressLocality"": ""MARQUETTE LEZ LILLE"", ""streetAddress"": ""Place du Général de Gaulle"", ""postalCode"": ""59520"", ""codeInsee"": ""59386"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6758871"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0645567""}";Organization;Centre Delmotte;50.6758871;3.0645567;50.6758871,3.0645567;https://www.communecter.org/#@centreDelmotte;MARQUETTE LEZ LILLE;59386;59520;Place du Général de Gaulle
pointInfoJeunesse1;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-ronchin.info/"", ""communecter"": ""https://www.communecter.org/#@pointInfoJeunesse1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656340bb4e913e0e4c59""}";"""";;"http://www.ville-ronchin.info/""";5d41656340bb4e913e0e4c59;pij@ville-ronchin.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""RONCHIN"", ""streetAddress"": ""Avenue Delattre de Tassigny"", ""postalCode"": ""59790"", ""codeInsee"": ""59507"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.602999"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.090591""}";Organization;Point info jeunesse;50.602999;3.090591;50.602999,3.090591;https://www.communecter.org/#@pointInfoJeunesse1;RONCHIN;59507;59790;Avenue Delattre de Tassigny
pointCyber;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.villesaintandre.fr/Vie-quotidienne/Cyber-Espace-et-Web-espace"", ""communecter"": ""https://www.communecter.org/#@pointCyber"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c7b""}";"""";;"http://www.villesaintandre.fr/Vie-quotidienne/Cyber-Espace-et-Web-espace""";5d41656440bb4e913e0e4c7b;s.g@ville-saint-andre.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""ST ANDRE LEZ LILLE"", ""streetAddress"": ""89 Rue du Général Leclerc"", ""postalCode"": ""59350"", ""codeInsee"": ""59527"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.660974"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.04997366133509""}";Organization;Point cyber;50.660974;3.04997366133509;50.660974,3.04997366134;https://www.communecter.org/#@pointCyber;ST ANDRE LEZ LILLE;59527;59350;89 Rue du Général Leclerc
laStationTourcoing;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""https://www.tourcoing.fr/Ma-vie-pratique/Jeunesse"", ""communecter"": ""https://www.communecter.org/#@laStationTourcoing"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c80""}";Lieu convivial labellisé « Information Jeunesse » et service public de l’orientation ouvert à tous les jeunes de moins de 30 ans;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/3858065e65c7240c82dbc56f8180a07b;Lieu convivial labellisé « Information Jeunesse » et service public de l’orientation ouvert à tous les jeunes de moins de 30 ans avec mise à disposition d’un espace numérique, d’une salle de conférence, d’exposition ou de travail avec possibilité de vidéo-projection.;5d41656440bb4e913e0e4c80;lastation@ville-tourcoing.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""16 Rue Paul Doumer"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.724262"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.162591""}";Organization;La station Tourcoing;50.724262;3.162591;50.724262,3.162591;https://www.communecter.org/#@laStationTourcoing;TOURCOING;59599;59200;16 Rue Paul Doumer
centreSocialBourgogne1;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://csbourgogne.free.fr/accueil.html"", ""communecter"": ""https://www.communecter.org/#@centreSocialBourgogne1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c89""}";"""";;"http://csbourgogne.free.fr/accueil.html""";5d41656440bb4e913e0e4c89;tamorhan@hotmail.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""24 Avenue Roger Salengro"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.738802"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.18103""}";Organization;Centre social Bourgogne;50.738802;3.18103;50.738802,3.18103;https://www.communecter.org/#@centreSocialBourgogne1;TOURCOING;59599;59200;24 Avenue Roger Salengro
poleMultimedia;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""https://mediatheque.tourcoing.fr"", ""communecter"": ""https://www.communecter.org/#@poleMultimedia"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c8e""}";"""";;"https://mediatheque.tourcoing.fr""";5d41656440bb4e913e0e4c8e;pole-multimedia@ville-tourcoing.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""27 Avenue Roger Salengro"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.738802"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.18103""}";Organization;Pôle Multimédia;50.738802;3.18103;50.738802,3.18103;https://www.communecter.org/#@poleMultimedia;TOURCOING;59599;59200;27 Avenue Roger Salengro
laFabrique3;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.mjclafabrique.fr/"", ""communecter"": ""https://www.communecter.org/#@laFabrique3"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656440bb4e913e0e4c93""}";"""";;"http://www.mjclafabrique.fr/""";5d41656440bb4e913e0e4c93;administration@mjclafabrique.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""98 Rue de Paris"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.720098"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.14127""}";Organization;La Fabrique;50.720098;3.14127;50.720098,3.14127;https://www.communecter.org/#@laFabrique3;TOURCOING;59599;59200;98 Rue de Paris
maisonPourTousDeLaMartinoire;Group;"En fonctionnement;Médiation;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@maisonPourTousDeLaMartinoire"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656640bb4e913e0e4cca""}";;;;5d41656640bb4e913e0e4cca;odj-martinoire@wanadoo.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""WATTRELOS"", ""streetAddress"": ""Rue Lamartine"", ""postalCode"": ""59150"", ""codeInsee"": ""59650"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.713427"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.196466""}";Organization;Maison pour tous de la Martinoire;50.713427;3.196466;50.713427,3.196466;https://www.communecter.org/#@maisonPourTousDeLaMartinoire;WATTRELOS;59650;59150;Rue Lamartine
projetarium;NGO;"Accompagnement de projets;Atelier;Fablab;Association;En démarrage;Entre 60 et 200m2;TiersLieux";"{""communecter"": ""https://www.communecter.org/#@projetarium"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1ece869086465688b469c""}";C’est un tiers-lieu ouvert à l’habitant qui permet de s’initier à l’art, bricoler;;"C’est un tiers-lieu ouvert à l’habitant qui permet de s’initier à l’art, bricoler, découvrir la fabrication numérique, se mettre au zéro déchet, imaginer des projets collectifs, prendre part à des débats...
Situé au sein du quartier du Faubourg de Béthune à Lille et animé par l’Association PROJET, le Projetarium propose un fablab “La Bricole”, espace de fabrication solidaire et urbain un “Artlab”, lieu d’expression plastique libre.";5dc1ece869086465688b469c;leprojetarium@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""30 rue Pline"", ""postalCode"": ""59000"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.611634"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.064531""}";Organization;Projetarium;50.611634;3.064531;50.611634,3.064531;https://www.communecter.org/#@projetarium;LILLE;undefined;59000;30 rue Pline
flag;NGO;"CaféAssociatif;culture;Tiers lieu;TiersLieux;Tiers-Lieu;Tiers-Lieux;Réseau";"{""website"": ""http://plage.kopane.fr"", ""communecter"": ""https://www.communecter.org/#@flag"", ""api"": ""https://www.communecter.org/api/organization/get/id/5a86b1f440bb4ed52987dee9""}";La Fédération des Lieux Alternatifs de Gescogne est un rassemblement de lieux alternatifs, culturels, associatifs ou autres !;;;5a86b1f440bb4ed52987dee9;;;;Organization;FLAG - Fédération des Lieux Alternatifs de Gascogne;;;;https://www.communecter.org/#@flag;;;;
mutualb;NGO;"En fonctionnement;Coworking;Entre 60 et 200m2;Atelier partagé;Télétravail;Salle de réunion;Espace à louer;Cuisine;Café;Espace détente;Restauration;Bar / café;Espace de stockage;Formation;Épicerie participative ou achat groupé;TiersLieux";"{""website"": ""mutualab.org"", ""communecter"": ""https://www.communecter.org/#@mutualb"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655440bb4e913e0e4ab5""}";"""fonctionnement participatifCapacité d'accueil de 199 m2 peut recevoir jusqu'à 199 personnes";;"mutualab.org""";5d41655440bb4e913e0e4ab5;mutualab@coworkinglille.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""19 Rue Nicolas Leblanc"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.629419"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.061352""}";Organization;Mutualāb;50.629419;3.061352;50.629419,3.061352;https://www.communecter.org/#@mutualb;LILLE;59350;59000;19 Rue Nicolas Leblanc
lartALille;NGO;"En fonctionnement;Autre;Moins de 60m2;Accompagnement de projets;Atelier;Salle de réunion;Résidences d'artistes (courtes) .;Offre culturelle ou artistique;Jardin;Accompagnement des publics accueillis;Salle de réunion;TiersLieux";"{""website"": ""lartàlille@nordnet.fr"", ""communecter"": ""https://www.communecter.org/#@lartALille"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655540bb4e913e0e4ace""}";"""fonctionnement participatifCapacité d'accueil de 30 m2 peut recevoir jusqu'à 30 personnes";;"lartàlille@nordnet.fr""";5d41655540bb4e913e0e4ace;vdalle@nordnet.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""15 rue de Seclin"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.621404"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.062394""}";Organization;L'Art à Lille;50.621404;3.062394;50.621404,3.062394;https://www.communecter.org/#@lartALille;LILLE;59350;59000;15 rue de Seclin
rucheVilleneuveDascq;LocalBusiness;"En fonctionnement;Accompagnement de projets;Entre 60 et 200m2;Accompagnement de projets;Salle de réunion;Espace à louer;Cuisine;Accompagnement des publics accueillis;Salle de réunion;Domiciliation;TiersLieux";"{""website"": ""http://www.lillemetropole.fr/mel/services/economie-emploi.html"", ""communecter"": ""https://www.communecter.org/#@rucheVilleneuveDascq"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655740bb4e913e0e4afb""}";"""Capacité d'accueil de 100 m2 peut recevoir jusqu'à 100 personnes";;"http://www.lillemetropole.fr/mel/services/economie-emploi.html""";5d41655740bb4e913e0e4afb;mdormion@lillemetropole.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""VILLENEUVE D ASCQ"", ""streetAddress"": ""11 Avenue de harmonie"", ""postalCode"": ""59650"", ""codeInsee"": ""59009"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.629762"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.163119""}";Organization;Ruche Villeneuve d'Ascq;50.629762;3.163119;50.629762,3.163119;https://www.communecter.org/#@rucheVilleneuveDascq;VILLENEUVE D ASCQ;59009;59650;11 Avenue de harmonie
laMaillerie;LocalBusiness;"En fonctionnement;Hybride;Salle de réunion;Espace à louer;Espace détente;Laverie solidaire / Estaminet en Décembre 2018;Offre culturelle ou artistique;Restauration;Jardin;Complexe évènementiel;Épicerie participative ou achat groupé;Repair café;Ateliers vélo;Distribution de légumes;Jeux pour enfants;TiersLieux";"{""website"": ""https://lamaillerie.fr"", ""communecter"": ""https://www.communecter.org/#@laMaillerie"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655840bb4e913e0e4b1e""}";Niché au coeur de la métropole lilloise, un quartier pas tout à fait comme les autres s’apprête à voir le jour.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/3b7a7a61d6b96ae9de1d767d50db9488;;5d41655840bb4e913e0e4b1e;contact@lamaillerie.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""VILLENEUVE D ASCQ"", ""streetAddress"": ""220 RUE JEAN JAURES"", ""postalCode"": ""59491"", ""codeInsee"": ""59009"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.660335"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.132642""}";Organization;La Maillerie;50.660335;3.132642;50.660335,3.132642;https://www.communecter.org/#@laMaillerie;VILLENEUVE D ASCQ;59009;59491;220 RUE JEAN JAURES
theatreDeLoiseaumouche;NGO;"En fonctionnement;Hybride;Entre 60 et 200m2;Atelier partagé;Télétravail;Accompagnement de projets;Atelier;Salle de réunion;Espace à louer;Cuisine;Laboratoire;Espace de recherche;Café;Offre culturelle ou artistique;Restauration;Habitat;Accompagnement des publics accueillis;Complexe évènementiel;Salle de réunion;Formation;Atelier participatif;TiersLieux";"{""website"": ""www.oiseau-mouche.org"", ""communecter"": ""https://www.communecter.org/#@theatreDeLoiseaumouche"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655940bb4e913e0e4b28""}";"""Capacité d'accueil de 180 m2 peut recevoir jusqu'à 180 personnes";;"www.oiseau-mouche.org""";5d41655940bb4e913e0e4b28;contact@oiseau-mouche.org;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""138 grande rue"", ""postalCode"": ""59100"", ""codeInsee"": ""59512"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.694089"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.187822""}";Organization;THéâtre de l'Oiseau-Mouche;50.694089;3.187822;50.694089,3.187822;https://www.communecter.org/#@theatreDeLoiseaumouche;ROUBAIX;59512;59100;138 grande rue
laMaisonDuCoworkingVilleneuveDascqplaine;LocalBusiness;"En fonctionnement;Coworking;Plus de 200m2;Télétravail;Atelier;Salle de réunion;Espace à louer;Cuisine;Espace détente;Jardin;Crèche;Salle de réunion;Espace de stockage;Formation;Domiciliation;TiersLieux";"{""website"": ""https://www.lamaisonducoworking.fr/vda"", ""communecter"": ""https://www.communecter.org/#@laMaisonDuCoworkingVilleneuveDascqplaine"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655a40bb4e913e0e4b3c""}";"""Capacité d'accueil de 650 m2 peut recevoir jusqu'à 650 personnes";;"https://www.lamaisonducoworking.fr/vda""";5d41655a40bb4e913e0e4b3c;bonjour@lamaisonducoworking.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""VILLENEUVE D ASCQ"", ""streetAddress"": ""9 allée de la laiterie"", ""postalCode"": ""59493"", ""codeInsee"": ""59009"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6080954"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.16693""}";Organization;La maison du Coworking Villeneuve d'Ascq-Plaine;50.6080954;3.16693;50.6080954,3.16693;https://www.communecter.org/#@laMaisonDuCoworkingVilleneuveDascqplaine;VILLENEUVE D ASCQ;59009;59493;9 allée de la laiterie
laMaisonDuCoworkingBoisGrenier;LocalBusiness;"En fonctionnement;Coworking;Télétravail;Salle de réunion;Jardin;Salle de réunion;Domiciliation;Atelier participatif;TiersLieux";"{""website"": ""https://www.lamaisonducoworking.fr/"", ""communecter"": ""https://www.communecter.org/#@laMaisonDuCoworkingBoisGrenier"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655b40bb4e913e0e4b55""}";"""";;"https://www.lamaisonducoworking.fr/""";5d41655b40bb4e913e0e4b55;bonjour@lamaisonducoworking.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""BOIS GRENIER"", ""streetAddress"": ""240 rue d'Armentières"", ""postalCode"": ""59280"", ""codeInsee"": ""59088"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.657666"", ""@type"": ""GeoCoordinates"", ""longitude"": ""2.872564""}";Organization;La Maison du Coworking Bois Grenier;50.657666;2.872564;50.657666,2.872564;https://www.communecter.org/#@laMaisonDuCoworkingBoisGrenier;BOIS GRENIER;59088;59280;240 rue d'Armentières
centreAlbertJacquard;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""htp://www.euracite.net"", ""communecter"": ""https://www.communecter.org/#@centreAlbertJacquard"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655e40bb4e913e0e4bb8""}";"""";;"htp://www.euracite.net""";5d41655e40bb4e913e0e4bb8;contact@centresocialsmp.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""113-115 Rue Saint Gabriel"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.624354"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.058533""}";Organization;Centre Albert Jacquard;50.624354;3.058533;50.624354,3.058533;https://www.communecter.org/#@centreAlbertJacquard;LILLE;59350;59000;113-115 Rue Saint Gabriel
larbrisseau;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.euracite.net"", ""communecter"": ""https://www.communecter.org/#@larbrisseau"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655e40bb4e913e0e4bbd""}";"""";;"http://www.euracite.net""";5d41655e40bb4e913e0e4bbd;contact@larbrisseau.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""149 Rue du Vaisseau le Vengeur"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.602641"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.053556""}";Organization;L'Arbrisseau;50.602641;3.053556;50.602641,3.053556;https://www.communecter.org/#@larbrisseau;LILLE;59350;59000;149 Rue du Vaisseau le Vengeur
leSpotMultiburo;LocalBusiness;"En fonctionnement;Coworking;Entre 60 et 200m2;Télétravail;TiersLieux";"{""website"": ""http://www.lespotmultiburo.com"", ""communecter"": ""https://www.communecter.org/#@leSpotMultiburo"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655e40bb4e913e0e4bc2""}";"""Capacité d'accueil de 100 m2 peut recevoir jusqu'à 100 personnes";;"http://www.lespotmultiburo.com""";5d41655e40bb4e913e0e4bc2;lespot@multiburo.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""14 rue du Vieux Faubourg"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.60772"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.058671""}";Organization;Le Spot Multiburo;50.60772;3.058671;50.60772,3.058671;https://www.communecter.org/#@leSpotMultiburo;LILLE;59350;59000;14 rue du Vieux Faubourg
cyberbaseEuratechnologies;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.euracite.net/"", ""communecter"": ""https://www.communecter.org/#@cyberbaseEuratechnologies"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655e40bb4e913e0e4bc7""}";"""";;"http://www.euracite.net/""";5d41655e40bb4e913e0e4bc7;euratechnologiest@euracite.net;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""165 Avenue de Bretagne"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.634714"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.023289""}";Organization;Cyberbase Euratechnologies;50.634714;3.023289;50.634714,3.023289;https://www.communecter.org/#@cyberbaseEuratechnologies;LILLE;59350;59000;165 Avenue de Bretagne
centreSocialMozaique;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.euracite.net"", ""communecter"": ""https://www.communecter.org/#@centreSocialMozaique"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655f40bb4e913e0e4bdf""}";"""";;"http://www.euracite.net""";5d41655f40bb4e913e0e4bdf;mosaique.accueil@wanadoo.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""30 Rue Cabanis"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.635042"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.09367""}";Organization;Centre social Mozaïque;50.635042;3.09367;50.635042,3.09367;https://www.communecter.org/#@centreSocialMozaique;LILLE;59350;59000;30 Rue Cabanis
maisonDeQuartierDeWazemmes;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.maisondequartierdewazemmes.info/cyber.htm"", ""communecter"": ""https://www.communecter.org/#@maisonDeQuartierDeWazemmes"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41655f40bb4e913e0e4bee""}";Centre social, de loisirs et culturel qui réunit des habitants de tout âge.;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/0425e949dc14b30d1463c60c7045d81a;;5d41655f40bb4e913e0e4bee;cybercentre@maisondequartierdewazemmes.info;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""36 Rue d'Eylau"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.62351"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.047465""}";Organization;Maison de quartier de Wazemmes;50.62351;3.047465;50.62351,3.047465;https://www.communecter.org/#@maisonDeQuartierDeWazemmes;LILLE;59350;59000;36 Rue d'Eylau
starter;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.associationstarter.fr/"", ""communecter"": ""https://www.communecter.org/#@starter"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656040bb4e913e0e4bfd""}";"""";;"http://www.associationstarter.fr/""";5d41656040bb4e913e0e4bfd;starterlille@orange.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""6/8 Rue de la Briquetterie"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.642889"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.089335""}";Organization;Starter;50.642889;3.089335;50.642889,3.089335;https://www.communecter.org/#@starter;LILLE;59350;59000;6/8 Rue de la Briquetterie
