name,supporting_structure_name,description,type,status,legal_entity_type,siret,address_raw,address_housenumber,address_street,address_postcode,address_citycode,address_city,address_departement_code,address_departement_name,address_region_name,latitude,longitude,is_itinerant,itinerant_details,is_online,contact_phone_raw,contact_phone,contact_phone_details,contact_email,contact_website_url,contact_facebook_url,contact_twitter_url,contact_youtube_url,opening_hours_raw,opening_hours_osm_format,opening_hours_details,target_audience_raw,target_audience,support_access_raw,support_access,support_mode_raw,support_mode,is_free,price_details,payment_methods,labels_raw,labels,aide_mapped,francilin_id,lieu_nom,contact_nom,adresse,code_postal,commune,horaires,telephone,e_mail,site_web,aide,accessibilite,label,SIRET,thematique_principale,services,source,id_source
Médiathèque Georges Brassens,,,,,,,65 avenue Marceau 93700 Drancy,65,Avenue Marceau,93700,93029,Drancy,93,Seine-Saint-Denis,Île-de-France,48.929233,2.433356,,,,0148964567,0148964567,,angelique-tosello@drancy.fr,http://mediatheques.drancydugnylebourget.fr/PORTAIL/mediatheque-georges-brassens.aspx,,,,14:00-19:00; We 10:00-19:00; Sa 10:00-18:00,14:00-19:00; We 10:00-19:00; Sa 10:00-18:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",158,Médiathèque Georges Brassens,Angélique Tosello,65 avenue Marceau,93700,Drancy,14:00-19:00; We 10:00-19:00; Sa 10:00-18:00,0148964567,angelique-tosello@drancy.fr,http://mediatheques.drancydugnylebourget.fr/PORTAIL/mediatheque-georges-brassens.aspx,"1,2",,,,3,"333,335",CD93,143
Bibliothèque Albert Camus,,,,,,,11 rue Félix Merlin 93800 Epinay-sur-Seine,11,Rue Félix Merlin,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.955667,2.300496,,,,0148417029,0148417029,,anne-marie.poli@plainecommune.com.fr,http://www.mediatheques-plainecommune.fr/albert-camus,,,,"Tu 15:00-19:30, We 10:00-12:00,14:00-18:00, Fr 15:00-18:00, Sa 10:00-18:00","Tu 15:00-19:30, We 10:00-12:00,14:00-18:00, Fr 15:00-18:00, Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",159,Bibliothèque Albert Camus,Anne-Marie Poli,11 rue Félix Merlin,93800,Epinay-sur-Seine,"Tu 15:00-19:30, We 10:00-12:00,14:00-18:00, Fr 15:00-18:00, Sa 10:00-18:00",0148417029,anne-marie.poli@plainecommune.com.fr,http://www.mediatheques-plainecommune.fr/albert-camus,"1,2",,,,5,519,CD93,150
Centre Socio-Culturel des Econdeaux,,,,,,,4 avenue Léon Blum 93800 Epinay-sur-Seine,4,Avenue Léon Blum,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.958478,2.312035,,,,0148265011,0148265011,,csc.econdeaux@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/guide_csc_2015.pdf,,,,"Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00","Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00",,,,,,,,,,,,,La recherche d'un emploi,160,Centre Socio-Culturel des Econdeaux,,4 avenue Léon Blum,93800,Epinay-sur-Seine,"Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00",0148265011,csc.econdeaux@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/guide_csc_2015.pdf,1,,,,3,,CD93,50
Centre Socio-Culturel du Centre,,,,,,,1 rue de Paris 93800 Epinay-sur-Seine,1,Rue de Paris,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.952589,2.315553,,,,0148261021,0148261021,,,,,,,,,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",161,Centre Socio-Culturel du Centre,nathalie.vilocy@epinay-sur-seine.fr,1 rue de Paris,93800,Epinay-sur-Seine,,0148261021,,,"1,2,3",,,,2,"209,203,204,206",CD93,772
Centre Socio-Culturel Nelson Mandela,,,,,,,64 avenue de la Marne 93800 Epinay-sur-Seine,64,Avenue de la Marne,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.95439,2.327021,,,,0149719935,0149719935,,csc.presles@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/l_espace_nelson_mandela_ouvre_ses_portes.html,,,,Fr 18:00-19:30,Fr 18:00-19:30,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",162,Centre Socio-Culturel Nelson Mandela,,64 avenue de la Marne,93800,Epinay-sur-Seine,Fr 18:00-19:30,0149719935,csc.presles@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/l_espace_nelson_mandela_ouvre_ses_portes.html,"1,2",,,,3,333,CD93,42
Centre Socioculturel Félix Merlin,,,,,,,67 rue Félix Merlin 93800 Epinay-sur-Seine,67,Rue Félix Merlin,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.955272,2.295196,,,,0148419639,0148419639,,csc.f.merlin@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/guide_csc_2015.pdf,,,,"Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00","Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",163,Centre Socioculturel Félix Merlin,,67 rue Félix Merlin,93800,Epinay-sur-Seine,"Mo-Th 09:00-12:00,13:30-19:00; Fr 13:30-19:00",0148419639,csc.f.merlin@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/guide_csc_2015.pdf,"1,2,3",,,,1,"333,114,111",CD93,191
Club Sénior,,,,,,,15 avenue de la République 93800 Epinay-sur-Seine,15,Avenue de la République,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.952486,2.31768,,,,0158346998,0158346998,,,,,,,Mo-Fr 13:30-17:30,Mo-Fr 13:30-17:30,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",164,Club Sénior,,15 avenue de la République,93800,Epinay-sur-Seine,Mo-Fr 13:30-17:30,0158346998,,,"1,2",,,,3,,CD93,199
Cyber-Base Emploi - Espace Mde,,,,,,,32 34 avenue Salvador Allende 93800 Epinay-sur-Seine,34,Avenue Salvador Allende,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.956804,2.309213,,,,0171863810,0171863810,,mde.epinay@plainecommune.com.fr,,,,,"Mo-Th 09:30-12:00,13:30-17:00","Mo-Th 09:30-12:00,13:30-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",165,Cyber-Base Emploi - Espace Mde,Jean-Pierre Nonga,32 34 avenue Salvador Allende,93800,Epinay-sur-Seine,"Mo-Th 09:30-12:00,13:30-17:00",0171863810,mde.epinay@plainecommune.com.fr,,"1,2",,,,3,"114,111,333",CD93,28
Espace Info Jeunes,,,,,,,33 rue de Paris 93800 Epinay-sur-Seine,33,Rue de Paris,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.953022,2.312422,,,,0149713500,0149713500,,pij@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/les_espaces_jeunesse_et_ressources.html,,,,"Mo,We 10:00-12:30,13:30-19:00; Tu,Fr 13:30-19:00; Th 13:30-18:00","Mo,We 10:00-12:30,13:30-19:00; Tu,Fr 13:30-19:00; Th 13:30-18:00",,,,,,,,,,,,,La recherche d'un emploi,166,Espace Info Jeunes,Abbes Benazzouz,33 rue de Paris,93800,Epinay-sur-Seine,"Mo,We 10:00-12:30,13:30-19:00; Tu,Fr 13:30-19:00; Th 13:30-18:00",0149713500,pij@epinay-sur-seine.fr,http://www.epinay-sur-seine.fr/les_espaces_jeunesse_et_ressources.html,1,,,,3,"402,403,405,406",CD93,52
Espace Jeunesse du Centre-Ville,,,,,,,5 rue Dumas 93800 Epinay-sur-Seine,5,Rue Dumas,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.954922,2.310545,,,,0148214102,0148214102,,jeunesse.centreville@epinay-sur-seine.fr,,,,,"Tu-Fr 13:30-18:45; We,Sa 15:00-18:45","Tu-Fr 13:30-18:45; We,Sa 15:00-18:45",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",167,Espace Jeunesse du Centre-Ville,Hannan Ait-Hamid,5 rue Dumas,93800,Epinay-sur-Seine,"Tu-Fr 13:30-18:45; We,Sa 15:00-18:45",0148214102,jeunesse.centreville@epinay-sur-seine.fr,,"1,2",,,,3,,CD93,54
Espace Jeunesse Econdeaux,,,,,,,Parc de la Chevrette 93800 Epinay-sur-Seine,,Rue de la Chevrette,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.957022,2.314753,,,,0149710219,0149710219,,,,,,,"Mo 14:30-19:00; Tu,Th 10:00-12:30,13:30-19:00; We 14:30-20:00; Fr 10:00-12:30,13:30-20:00","Mo 14:30-19:00; Tu,Th 10:00-12:30,13:30-19:00; We 14:30-20:00; Fr 10:00-12:30,13:30-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",168,Espace Jeunesse Econdeaux,Latifa Kassem,Parc de la Chevrette,93800,Epinay-sur-Seine,"Mo 14:30-19:00; Tu,Th 10:00-12:30,13:30-19:00; We 14:30-20:00; Fr 10:00-12:30,13:30-20:00",0149710219,,,"1,2,3",,,,2,,CD93,53
Espace Jeunesse Orgemont,,,,,,,31 rue de Marseille 93800 Epinay-sur-Seine,31,Rue de Marseille,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.958678,2.293709,,,,0148415007,0148415007,,jeunesse.orgemont@epinay-sur-seine.fr,,,,,"Tu-Fr 16:30-18:45; We,Sa 15:00-18:45","Tu-Fr 16:30-18:45; We,Sa 15:00-18:45",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",169,Espace Jeunesse Orgemont,Hannan Aït Hamid,31 rue de Marseille,93800,Epinay-sur-Seine,"Tu-Fr 16:30-18:45; We,Sa 15:00-18:45",0148415007,jeunesse.orgemont@epinay-sur-seine.fr,,"1,2,3",,,,2,"335,319,321,322",CD93,57
Forma Web,,,,,,,56 avenue de la Marne 93800 Epinay-sur-Seine,56,Avenue de la Marne,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.953433,2.327364,,,,,,,nicolasbousquet@format-web.org,,,,,"Mo-Fr 16:30-20:30; We,Sa 14:00-20:00","Mo-Fr 16:30-20:30; We,Sa 14:00-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",170,Forma Web,Nicolas Bousquet,56 avenue de la Marne,93800,Epinay-sur-Seine,"Mo-Fr 16:30-20:30; We,Sa 14:00-20:00",,nicolasbousquet@format-web.org,,"1,2",,,,5,"333,519,715,712",CD93,176
Médiathèque Colette,,,,,,,49 rue de Paris 93800 Epinay-sur-Seine,49,Rue de Paris,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.953288,2.311715,,,,0171863500,0171863500,,antoine.boisset@plainecommune.fr,http://www.mediatheques-plainecommune.fr/colette,,,,"Tu,Th 15:00-19:30; We,Fr,Sa 10:00-18:00","Tu,Th 15:00-19:30; We,Fr,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",171,Médiathèque Colette,Francis Delatour,49 rue de Paris,93800,Epinay-sur-Seine,"Tu,Th 15:00-19:30; We,Fr,Sa 10:00-18:00",0171863500,antoine.boisset@plainecommune.fr,http://www.mediatheques-plainecommune.fr/colette,"1,2",,,,3,333,CD93,56
Médiathèque Jules Vallès Maison du Théâtre et de la Danse,,,,,,,75 avenue de la Marne 93800 Epinay-sur-Seine,75,Avenue de la Marne,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.955742,2.326396,,,,0171863891,0171863891,,,http://www.mediatheques-plainecommune.fr/jules-valles,,,,"Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00","Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,172,Médiathèque Jules Vallès Maison du Théâtre et de la Danse,,75 avenue de la Marne,93800,Epinay-sur-Seine,"Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",0171863891,,http://www.mediatheques-plainecommune.fr/jules-valles,1,,,,3,,CD93,41
Sfmad,,,,,,,27 rue Félix Merlin 93800 Epinay-sur-Seine,27,Rue Félix Merlin,93800,93031,Épinay-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.955667,2.300496,,,,,,,sfm.ad@sfmad.fr,,,,,,,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",173,Sfmad,Geneviève Nda,27 rue Félix Merlin,93800,Epinay-sur-Seine,,,sfm.ad@sfmad.fr,,"1,2",,,,3,"110,111,112,113,114,115,333,335,334,601,602,604",CD93,774
Accueil Emploi 26 Ans,,,,,,,137 bis avenue du General Leclerc 94700 Maisons-Alfort,137 bis,Avenue du Général Leclerc,94700,94046,Maisons-Alfort,94,Val-de-Marne,Île-de-France,48.810039,2.434098,,,,0143789500,0143789500,,,,,,,"Mo-Fr 09:00-12:00,14:00-17:00; Th 09:00-12:00","Mo-Fr 09:00-12:00,14:00-17:00; Th 09:00-12:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",174,Accueil Emploi 26 Ans,,137 bis avenue du General Leclerc,94700,Maisons-Alfort,"Mo-Fr 09:00-12:00,14:00-17:00; Th 09:00-12:00",0143789500,,,"1,2",,,,1,"110,111,112,113,114,115",CD94,
Aef 94 Association,,,,,,,111 rue Paul Hochart 94240 L'Haÿ-les-Roses,111,Rue Paul Hochart,94240,94038,L'Haÿ-les-Roses,94,Val-de-Marne,Île-de-France,48.778106,2.363407,,,,0146861269,0146861269,,accueil@aef94.fr,,,,,"Mo-Fr 09:00-12:30,13:30-17:00","Mo-Fr 09:00-12:30,13:30-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",175,Aef 94 Association,,111 rue Paul Hochart,94240,L'Haÿ-les-Roses,"Mo-Fr 09:00-12:30,13:30-17:00",0146861269,accueil@aef94.fr,,"1,2",,,,3,"332,333,334,335,336,337",CD94,
Association Fontaine A Mots,,,,,,,3 rue des Ormes 94120 Fontenay-sous-Bois,3,Rue des Ormes,94120,94033,Fontenay-sous-Bois,94,Val-de-Marne,Île-de-France,48.848916,2.476195,,,,0148764969,0148764969,,fontaineamots@orange.fr,,,,,"Mo-Th 09:30-12:00,14:00-17:00; Fr 09:30-12:00,14:00-15:45","Mo-Th 09:30-12:00,14:00-17:00; Fr 09:30-12:00,14:00-15:45",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",176,Association Fontaine A Mots,,3 rue des Ormes,94120,Fontenay-sous-Bois,"Mo-Th 09:30-12:00,14:00-17:00; Fr 09:30-12:00,14:00-15:45",0148764969,fontaineamots@orange.fr,,"1,2",,,,3,"332,333,334,335,336,337",CD94,
Association Les Quatres Saisons,,,,,,,45 bis avenue Gabriel Peri 94170 Le Perreux-sur-Marne,45 bis,Avenue Gabriel Péri,94170,94058,Le Perreux-sur-Marne,94,Val-de-Marne,Île-de-France,48.837331,2.500817,,,,0960535101,0960535101,,,,,,,Mo 10:30-12:30,Mo 10:30-12:30,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",177,Association Les Quatres Saisons,,45 bis avenue Gabriel Peri,94170,Le Perreux-sur-Marne,Mo 10:30-12:30,0960535101,,,"1,2",,,,3,"332,333,334,335,336,337,502,505,509,517,518,520,525,",CD94,
Association Alef,,,,,,,14-16 rue Germain Pinson 94400 Vitry-sur-Seine,16,Rue Germain Pinson,94400,94081,Vitry-sur-Seine,94,Val-de-Marne,Île-de-France,48.79642,2.383945,,,,0147180673,0147180673,,alef.accueilplus@orange.fr,www.vitry94.fr,,,,"Mo-Th 09:00-12:00,14:00-17:00; We,Fr 09:00-12:00","Mo-Th 09:00-12:00,14:00-17:00; We,Fr 09:00-12:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",178,Association Alef,,14-16 rue Germain Pinson,94400,Vitry-sur-Seine,"Mo-Th 09:00-12:00,14:00-17:00; We,Fr 09:00-12:00",0147180673,alef.accueilplus@orange.fr,www.vitry94.fr,"1,2",,,,2,"332,333,334,335,336,337,203,204,205,208,209,212,214",CD94,
Bibliotheque Anatole France,,,,,,,51 rue du General de Gaulle 94290 Villeneuve-le-Roi,51,Rue du Général de Gaulle,94290,94077,Villeneuve-le-Roi,94,Val-de-Marne,Île-de-France,48.735131,2.422245,,,,0149619230,0149619230,,bibvlr.villeneuve@ville-villeneuve-le-roi.fr,,,,,"Tu,Fr 10:00-12:30,16:00-18:00; We,Sa 10:00-12:00,14:00-18:00","Tu,Fr 10:00-12:30,16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",179,Bibliotheque Anatole France,,51 rue du General de Gaulle,94290,Villeneuve-le-Roi,"Tu,Fr 10:00-12:30,16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",0149619230,bibvlr.villeneuve@ville-villeneuve-le-roi.fr,,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Cavanna,,,,,,,36 boulevard Gallieni 94130 Nogent-Sur-Marne,36,Boulevard Galliéni,94130,94052,Nogent-sur-Marne,94,Val-de-Marne,Île-de-France,48.84026,2.484292,,,,0148731462,0148731462,,bibliotheque@ville-nogentsurmarne.fr,www.bibliotheque-nogentsurmarne.fr,,,,Tu-Sa 10:00-18:00; We 10:00-19:00; Fr 14:00-19:00,Tu-Sa 10:00-18:00; We 10:00-19:00; Fr 14:00-19:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",180,Bibliotheque Cavanna,,36 boulevard Gallieni,94130,Nogent-Sur-Marne,Tu-Sa 10:00-18:00; We 10:00-19:00; Fr 14:00-19:00,0148731462,bibliotheque@ville-nogentsurmarne.fr,www.bibliotheque-nogentsurmarne.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Centrale,,,,,,,11 rue Camille Desmoulins 94230 Cachan,11,Rue Camille Desmoulins,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.793963,2.334219,,,,0149696160,0149696160,,,bibliotheque.ville-cachan.fr,,,,"Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-18:00","Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",181,Bibliotheque Centrale,,11 rue Camille Desmoulins,94230,Cachan,"Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-18:00",0149696160,,bibliotheque.ville-cachan.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Espace Julien Duranton,,,,,,,Place Paul Vaillant Couturier 94460 Valenton,,Place Paul Vaillant Couturier,94460,94074,Valenton,94,Val-de-Marne,Île-de-France,48.745853,2.469371,,,,0143863781,0143863781,,,www.biblio.valenton.fr,,,,"Tu 16:00-18:00; We,Sa 10:00-12:00,14:00-17:00; Fr 14:00-18:00","Tu 16:00-18:00; We,Sa 10:00-12:00,14:00-17:00; Fr 14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",182,Bibliotheque Espace Julien Duranton,,Place Paul Vaillant Couturier,94460,Valenton,"Tu 16:00-18:00; We,Sa 10:00-12:00,14:00-17:00; Fr 14:00-18:00",0143863781,,www.biblio.valenton.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Gabriel Bourdin,,,,,,,26 rue Maurice Tenine 94260 Fresnes,26,Rue Maurice Ténine,94260,94034,Fresnes,94,Val-de-Marne,Île-de-France,48.754154,2.323733,,,,0178682710,0178682710,,secretariat.biblio@fresnes.fr,bm.fresnes94.fr,,,,"Mo,Th 13:00-19:00; Tu,We 10:00-12:30,13:30-19:00; Fr 10:00-17:00","Mo,Th 13:00-19:00; Tu,We 10:00-12:30,13:30-19:00; Fr 10:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",183,Bibliotheque Gabriel Bourdin,,26 rue Maurice Tenine,94260,Fresnes,"Mo,Th 13:00-19:00; Tu,We 10:00-12:30,13:30-19:00; Fr 10:00-17:00",0178682710,secretariat.biblio@fresnes.fr,bm.fresnes94.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Georges Sand,,,,,,,21 rue Henri Thirard 94240 L'Haÿ-les-Roses,21,Rue Henri Thirard,94240,94038,L'Haÿ-les-Roses,94,Val-de-Marne,Île-de-France,48.778171,2.34522,,,,0146645255,0146645255,,bibliotheque@vill-lhay94.fr,bibliotheque.lhaylesroses.fr,,,,"Tu-Fr 14:00-18:00; We,Sa 10:00-13:00,14:00-18:00","Tu-Fr 14:00-18:00; We,Sa 10:00-13:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",184,Bibliotheque Georges Sand,,21 rue Henri Thirard,94240,L'Haÿ-les-Roses,"Tu-Fr 14:00-18:00; We,Sa 10:00-13:00,14:00-18:00",0146645255,bibliotheque@vill-lhay94.fr,bibliotheque.lhaylesroses.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque la Plaine,,,,,,,1 Allee Pierre de Montreuil 94230 Cachan,1,Allée Pierre de Montreuil,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.786369,2.331558,,,,0149696010,0149696010,,scsplainedirection@gmail.com,www.agescc.fr,,,,"Mo 14:30-19:30; Tu-Fr 09:30-12:00,14:00-19:30; Sa 14:00-18:00","Mo 14:30-19:30; Tu-Fr 09:30-12:00,14:00-19:30; Sa 14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",185,Bibliotheque la Plaine,,1 Allee Pierre de Montreuil,94230,Cachan,"Mo 14:30-19:30; Tu-Fr 09:30-12:00,14:00-19:30; Sa 14:00-18:00",0149696010,scsplainedirection@gmail.com,www.agescc.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Lamartine,,,,,,,4 Square Lamartine 94230 Cachan,4,Square Lamartine,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.78811,2.320211,,,,0149696115,0149696115,,,biblioyheque.ville-cachan.fr,,,,"Tu,Fr 16:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-13:00","Tu,Fr 16:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-13:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",186,Bibliotheque Lamartine,,4 Square Lamartine,94230,Cachan,"Tu,Fr 16:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-13:00",0149696115,,biblioyheque.ville-cachan.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliotheque Nelson Mandela,,,,,,,26-34 avenue Maximilien Robespierre 94400 Vitry-sur-Seine,34,Avenue Maximilien de Robespierre,94400,94081,Vitry-sur-Seine,94,Val-de-Marne,Île-de-France,48.784634,2.392489,,,,0147185890,0147185890,,contact@bm-vitry94.fr,www;bm-vitry94.fr,,,,"Mo,Fr 14:00-19:00; Tu 12:00-19:00; We,Sa 10:00-12:30,14:00-18:00","Mo,Fr 14:00-19:00; Tu 12:00-19:00; We,Sa 10:00-12:30,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",187,Bibliotheque Nelson Mandela,,26-34 avenue Maximilien Robespierre,94400,Vitry-sur-Seine,"Mo,Fr 14:00-19:00; Tu 12:00-19:00; We,Sa 10:00-12:30,14:00-18:00",0147185890,contact@bm-vitry94.fr,www;bm-vitry94.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliothèque Centrale,,,,,,, 00000 Cachan,,Cachan,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.79148,2.33143,,,,,,,,,,,,,,,,,,,,,,,,,,La recherche d'un emploi,188,Bibliothèque Centrale,,,,Cachan,,,,,1,,,,3,,CD94,
Bibliotheque de Quartier du Chaperon Vert,,,,,,,Place Marcel Cachin 94250 Gentilly,,Place Marcel Cachin,94200,94041,Ivry-sur-Seine,94,Val-de-Marne,Île-de-France,48.814327,2.390981,,,,0149121901,0149121901,,,,,,,"We 10:00-13:00,16:00-18:30; Fr 16:00-18:30; Sa 10:00-13:00","We 10:00-13:00,16:00-18:30; Fr 16:00-18:30; Sa 10:00-13:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",189,Bibliotheque de Quartier du Chaperon Vert,,Place Marcel Cachin,94250,Gentilly,"We 10:00-13:00,16:00-18:30; Fr 16:00-18:30; Sa 10:00-13:00",0149121901,,,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
Bibliothèque la Plaine,,,,,,, 00000 Cachan,,Cachan,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.79148,2.33143,,,,,,,,,,,,,,,,,,,,,,,,,,La recherche d'un emploi,190,Bibliothèque la Plaine,,,,Cachan,,,,,1,,,,3,,CD94,
Bibliothèque Lamartine,,,,,,, 00000 Cachan,,Cachan,94230,94016,Cachan,94,Val-de-Marne,Île-de-France,48.79148,2.33143,,,,,,,,,,,,,,,,,,,,,,,,,,La recherche d'un emploi,191,Bibliothèque Lamartine,,,,Cachan,,,,,1,,,,3,,CD94,
Bij Bureau Info Jeunesse 16-25 Ans,,,,,,,6 rue de l'eglise 94350 Villiers-sur-Marne,6,Rue de l'Eglise,94350,94079,Villiers-sur-Marne,94,Val-de-Marne,Île-de-France,48.826925,2.541318,,,,0149413866,0149413866,,information.jeunesse@mairie-villiers94.com,,,,,"Mo-Fr 10:00-12:00,14:00-18:00","Mo-Fr 10:00-12:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",192,Bij Bureau Info Jeunesse 16-25 Ans,,6 rue de l'eglise,94350,Villiers-sur-Marne,"Mo-Fr 10:00-12:00,14:00-18:00",0149413866,information.jeunesse@mairie-villiers94.com,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
Bureau Info Jeunesse Centre Andre Dassibat,,,,,,,7 rue Francois Mauriac 94000 Créteil,7,Avenue Francois Mauriac,94000,94028,Créteil,94,Val-de-Marne,Île-de-France,48.785143,2.454409,,,,0142077655,0142077655,,,,,,,"Mo-Fr 09:30-12:30,13:30-18:00","Mo-Fr 09:30-12:30,13:30-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",193,Bureau Info Jeunesse Centre Andre Dassibat,,7 rue Francois Mauriac,94000,Créteil,"Mo-Fr 09:30-12:30,13:30-18:00",0142077655,,,"1,2",,,,3,"332,333,334,335,336,337",CD94,
