rh_id,n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_122_,,,65,Luz Saint Sauveur,,Maison du Parc National et de la Vallée,,65120.0,24 place St Clément,,24 place St Clément 65120 Luz Saint Sauveur,nan,,,,,05 62 92 38 38,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,FL,TP,atelier impression 3D sur réservation auprès de la structure,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : atelier impression 3D sur réservation auprès de la structure</li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,oui,,42.870601,-0.004468,ORD-FL-COMP,TP-TP,,=65=
RH_fiche_123_,,,31,Léguevin,,centre social La Maison des Quartiers,,nan,,,Léguevin,nan,,,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.59128,1.2377280000000002,,,,=31=
RH_fiche_124_,,,31,Lévignac,,centre social Vallée de la Save,,31530.0,,,31530 Lévignac,nan,,,,FIGO Centre social,05 62 13 80 20,centre-social.valleesave@save-touch.org,https://www.mairie-levignac.com/centre-social,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 - 12h00 et de 14h00 à 17h30,9h00 – 12h00,,,<p><br><ul><li>lundi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>mardi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>mercredi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>jeudi : 9h00 - 12h00 et de 14h00 à 17h30</li><li>vendredi : 9h00 – 12h00</li></ul></p>,,,,SENS,TP,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.662399,1.194495,SENS,TP,,=31=
RH_fiche_125_,,,32,L’isle Jourdain,,L OURS BRUN,,32600.0,9 Place GAMBETTA,,9 Place GAMBETTA 32600 L’isle Jourdain,4318723.0,3 005 378,PRV. SARL,SOCIETE VBR EVENEMENTS,,0680856559 - 06 11 72 24 20,xavier.roque@laposte.net,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.614212,1.081982,,,,=32=
RH_fiche_126_,,,32,L’isle Jourdain,,A.P.I. en Gascogne,,32600.0,2 Avenue du Courdé,,2 Avenue du Courdé 32600 L’isle Jourdain,nan,,,,FIGO Centre social,,,,,,,,,,,,Janvier 2020,,,COMP,SEN,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.612469,1.088924,COMP,SEN,,=32=
RH_fiche_127_,,,32,Masseube,,Val de Gers,Communauté de Communes Val de Gers,32140.0,16 Avenue Elysée Duffréchou,Ancien couvent,16 Avenue Elysée Duffréchou 32140 Masseube,nan,,,,Collectivité,,,,-,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,10:00 - 13:00,10:00 - 13:00 / 14:00 - 18:00,9:00 - 13:00,,<p><br><ul><li>lundi : -</li><li>mardi : 10:00 - 13:00</li><li>mercredi : 10:00 - 13:00 / 14:00 - 18:00</li><li>jeudi : 10:00 - 13:00</li><li>vendredi : 10:00 - 13:00 / 14:00 - 18:00</li><li>samedi : 9:00 - 13:00</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.427777,0.578462,,,,=32=
RH_fiche_128_,,,65,Maubourguet,,Cyber-Base du Val d'Adour,,65700.0,,,65700 Maubourguet,nan,,,,,,cyberbase@cc-valdadour.com,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.465633000000004,0.032827999999999996,,,,=65=
RH_fiche_129_,,,65,Maubourguet,,Maubourguet,CC Adour Madiran,65700.0,179 Place de la Libération,Centre culturel Jean Glavany,179 Place de la Libération 65700 Maubourguet,nan,,,,Collectivité,05 62 96 07 93,cyberbase@adour-madiran.fr,,9:00 - 12:30 / 14:00 - 16:00,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / 16:00 - 18:00,14:00 - 18:00,9:00 - 12:30 / 14:00 - 18:00,-,,<p><br><ul><li>lundi : 9:00 - 12:30 / 14:00 - 16:00</li><li>mardi : 9:00 - 12:30 / 14:00 - 17:00</li><li>mercredi : 9:00 - 12:30 / 16:00 - 18:00</li><li>jeudi : 14:00 - 18:00</li><li>vendredi : 9:00 - 12:30 / 14:00 - 18:00</li><li>samedi : -</li></ul></p>,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.46935,0.034707999999999996,,,,=65=
RH_fiche_130_,,,65,Maubourguet,,MSAP,,65700.0,CAC Jean Glavanny,,CAC Jean Glavanny 65700 Maubourguet,nan,,,,,05 62 96 07 93,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,TP,ateliers informatique pour débutants. Coût 5€/trimestre ou 20€ année. Inscriptions 05 62 96 07 93  lundi 16h-18h et mardi 17h-19h,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : ateliers informatique pour débutants. Coût 5€/trimestre ou 20€ année. Inscriptions 05 62 96 07 93  lundi 16h-18h et mardi 17h-19h</li></ul></p>,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,non,,43.462884,0.036782,ORD-COMP,TP-TP,,=65=
RH_fiche_131_,,,32,Mauvezin,,Régie Rurale de Services de Fezensaguet,,32120.0,43  rue Gambetta,,43  rue Gambetta 32120 Mauvezin,nan,,,,Association,05 62 06 92 80,regie.mauvezin@cnlrq.org,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.733173,0.880511,,,,=32=
RH_fiche_132_,,,31,Merville,,Centre Social de Merville / CCAS,,31330.0,50 rue du 19 mars 1962,,50 rue du 19 mars 1962 31330 Merville,nan,,,,FIGO Centre social,05 62 13 40 95,,,,,,,,,,,Decembre 2019,,,ORD,TP,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,ORD,ALL,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,COMP,TP,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,43.722019,1.298805,ORD-ORD-COMP-SENS,TP-ALL-TP,,=31=
RH_fiche_133_,,,32,Mirande,,Télécentre de Mirande,,32300.0,,,32300 Mirande,429696.0,-7 415,,,,,coeur-dastarac@wanadoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.517161,0.406986,,,,=32=
RH_fiche_134_,,,32,Mirande,,Internet Academy,,32300.0,,,32300 Mirande,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.517161,0.406986,,,,=32=
RH_fiche_135_,,,31,Miremont,,Médiathèque,,31190.0,,Place Carreties,31190 Miremont,4360542.0,45 201,,,,05 61 50 67 05,biblio.miremont@wanadoo.fr,,,,,,,,,,Decembre 2019,,,ORD,Habitants,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.372849,1.417581,ORD,Habitants,,=31=
RH_fiche_136_,,,31,Montbrun Bocage,,L'ordinateur facile,,31310.0,3 rue du Rebarat,,3 rue du Rebarat 31310 Montbrun Bocage,nan,,Association,,Association,06 51 91 40 96,lordinateurfacile@gmail.com,http://www.lordinateurfacile.fr/,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,,<p><br><ul><li>lundi : 9 h - 14 h</li><li>mardi : 9 h - 14 h</li><li>mercredi : 9 h - 14 h</li><li>jeudi : 9 h - 14 h</li><li>vendredi : 9 h - 14 h</li><li>samedi : 9 h - 14 h</li></ul></p>,Decembre 2019,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCDS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,FL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,43.127466,1.267765,ORDM-ACCDS-FL,,,=31=
RH_fiche_137_,,,31,Montrejeau,,SARAPP Montrejeau,,31210.0,,,31210 Montrejeau,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.086626,0.5576220000000001,,,,=31=
RH_fiche_138_,,,11,Mouthoumet,,Centre social Adhco,,11330.0,23 rue de la gare,,23 rue de la gare 11330 Mouthoumet,nan,,,,Centre social,04 68 70 18 50,adhco.developpement@orange.fr,http://www.adhco.fr/,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.960276,2.526948,,,,=11=
RH_fiche_139_,,,11,Mouthoumet,,Massif de Mouthoumet,ADHCO CENTRE SOCIAL,11330.0,23 rue de la gare,,23 rue de la gare 11330 Mouthoumet,4338747.0,15 968,,,Association,04 68 70 18 50,adhco.developpement@orange.fr,,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,9:00 - 12:30 / 14:00 - 17:30,-,,<p><br><ul><li>lundi : 9:00 - 12:30 / 14:00 - 17:30</li><li>mardi : 9:00 - 12:30 / 14:00 - 17:30</li><li>mercredi : 9:00 - 12:30 / 14:00 - 17:30</li><li>jeudi : 9:00 - 12:30 / 14:00 - 17:30</li><li>vendredi : 9:00 - 12:30 / 14:00 - 17:30</li><li>samedi : -</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.960276,2.526948,,,,=11=
RH_fiche_140_,,,31,Muret,,9com9,,31600.0,,,31600 Muret,nan,,Association,,Association,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.443252,1.30016,,,,=31=
RH_fiche_141_,,,31,Nailloux,,Nailloux - CC Terres du Lauragais,Communauté de communes,31560.0,1 rue de la république,,1 rue de la république 31560 Nailloux,nan,,,,Collectivité,,,,13:30 - 17:00,13:30 - 17:00,9:15 - 12:30 / 13:30 - 17:00,13:30 - 17:00,9:15 - 12:30 / 13:30 - 17:00,-,,<p><br><ul><li>lundi : 13:30 - 17:00</li><li>mardi : 13:30 - 17:00</li><li>mercredi : 9:15 - 12:30 / 13:30 - 17:00</li><li>jeudi : 13:30 - 17:00</li><li>vendredi : 9:15 - 12:30 / 13:30 - 17:00</li><li>samedi : -</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.356713,1.623405,,,,=31=
RH_fiche_142_,,,11,Narbonne,,Ecole régionale deuxieme chance,,11000.0,,,11000 Narbonne,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896000000005,2.406431,,,,=11=
RH_fiche_143_,,,11,Narbonne,,Versus  Internet Café,,11000.0,,,11000 Narbonne,4341314.0,1 119 217,,,,,info@versus.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896000000005,2.406431,,,,=11=
RH_fiche_144_,,,11,Narbonne,,Maison de la l'Emploi et de la Formation,,11000.0,,,11000 Narbonne,nan,,,,,,multimedia@mef-narbonnaise.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.204896000000005,2.406431,,,,=11=
RH_fiche_145_,,,11,Narbonne,,Aide Mutuelle à l'Insertion,,11000.0,24 boulevard Frédéric Mistral,,24 boulevard Frédéric Mistral 11000 Narbonne,nan,,,,FIGO Centre social,04 68 65 07 10,ami-aude@orange.fr,https://ami-aude.com/index.html,,,,,,,,,Decembre 2019,TP,,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.18616,3.002234,SENS-SENS,TP,,=11=
RH_fiche_146_,,,11,Narbonne,,Centre Social et Culturel Nelson MANDELA,,11000.0,4 Promenade Emilie Palomo,,4 Promenade Emilie Palomo 11000 Narbonne,nan,,,,FIGO Centre social,04 68 41 77 26,,https://www.csc-mandela.fr/,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,9 h - 12 h et 14 h - 18 h 00,,,<p><br><ul><li>lundi : 9 h - 12 h et 14 h - 18 h 00</li><li>mardi : 9 h - 12 h et 14 h - 18 h 00</li><li>mercredi : 9 h - 12 h et 14 h - 18 h 00</li><li>jeudi : 9 h - 12 h et 14 h - 18 h 00</li><li>vendredi : 9 h - 12 h et 14 h - 18 h 00</li></ul></p>,Decembre 2019,,,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCDA,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ORD,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,43.187463,2.985839,COMP-ACCDA-ORD,,,=11=
RH_fiche_147_,,,11,Narbonne,,Le Lieu Ressources Littoral,,nan,,,Narbonne,nan,,,,,,sp-narbonne@aude.pref.gouv.fr,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.172093,3.0340849999999997,,,,=11=
RH_fiche_148_,,,11,Narbonne,,PIMMS du Narbonnais,Union Nationale des PIMMS,11000.0,8 avenue du Maréchal Foch,,8 avenue du Maréchal Foch 11000 Narbonne,nan,,,,PIMMS,04 68 43 68 93,narbonne@pimms.org,,8:30 - 12:00 / 14:00 - 17:00,14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,14:00 - 17:00,8:30 - 12:00 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00 / 14:00 - 17:00</li><li>mardi : 14:00 - 17:00</li><li>mercredi : 8:30 - 12:00 / 14:00 - 17:00</li><li>jeudi : 14:00 - 17:00</li><li>vendredi : 8:30 - 12:00 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.187225,3.005378,,,,=11=
RH_fiche_149_,,,11,Narbonne,,TIERS LIEUX IN’ESS LE GRAND NARBONNE,,11000.0,30 Avenue Paul Pompidor,,30 Avenue Paul Pompidor 11000 Narbonne,nan,,PUB. EPCI,CA GRAND NARBONNE,,,l.bullich@legrandnarbonne.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.18231,2.9789950000000003,,,,=11=
RH_fiche_150_,,,11,Narbonne,,FABLAB IN'ESS,,11100.0,30 avenue Pompidor,,30 avenue Pompidor 11100 Narbonne,nan,,PUB. EPCI,C.C GRAND NARBONNE,,,s.sole@legrandnarbonne.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.18231,2.9789950000000003,,,,=11=
RH_fiche_151_,,,11,Narbonne,,INESS GRAND NARBONNE,,nan,,,Narbonne,nan,,Collectivites,,Collectivites,,service.accueil-iness@legrandnarbonne.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.172093,3.0340849999999997,,,,=11=
RH_fiche_152_,,,32,Nogaro,,Association CLAN - PIJ,,32110.0,,,32110 Nogaro,nan,,,,,,pij32.nogaro@crij.org,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.762308000000004,-0.029439999999999997,,,,=32=
RH_fiche_153_,,,31,Pibrac,,Maison des Initiatives Sociales et Culturelles,,31820.0,1 Impasse de la Gare,,1 Impasse de la Gare 31820 Pibrac,nan,,,,FIGO Centre social,,,,,,,,,,,,2018,,,ORD,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.621387,1.28721,ORD-COMP,,,=31=
RH_fiche_154_,,,65,Pierreffitte Nestalas,,La Poste MSAP,,65260.0,place Jean Jaures,,place Jean Jaures 65260 Pierreffitte Nestalas,nan,,,,,05 62 92 24 64,msap.pierrefitte-nestalas@laposte.fr,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,oui,,42.96096,-0.074149,ORD,TP,,=65=
RH_fiche_155_,,,65,Pierreffitte Nestalas,,bibliothèque,,65260.0,Marie - 1erue étage  2 avenue Gén leclerc,,Marie - 1erue étage  2 avenue Gén leclerc 65260 Pierreffitte Nestalas,nan,,,,,05 62 92 75 46,alpsv@orange.fr,,,,,,,,,,Janvier 2020,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,42.959162,-0.073751,ORD,TP,,=65=
RH_fiche_156_,,,65,Pierreffitte Nestalas,,Pierrefitte-Nestalas,La Poste,65260.0,Place Jean Jaurès,,Place Jean Jaurès 65260 Pierreffitte Nestalas,nan,,,,La Poste,,,,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:30 - 12:00 / 13:30 - 16:45,9:00 - 12:00,,<p><br><ul><li>lundi : 9:30 - 12:00 / 13:30 - 16:45</li><li>mardi : 9:30 - 12:00 / 13:30 - 16:45</li><li>mercredi : 9:30 - 12:00 / 13:30 - 16:45</li><li>jeudi : 9:30 - 12:00 / 13:30 - 16:45</li><li>vendredi : 9:30 - 12:00 / 13:30 - 16:45</li><li>samedi : 9:00 - 12:00</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.96096,-0.074149,,,,=65=
RH_fiche_157_,,,32,Plaisance,,EREF - PIJ,,32160.0,,,32160 Plaisance,nan,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603586,0.047299,,,,=32=
RH_fiche_158_,,,32,Plaisance,,Plaisance du Gers,La Poste,32160.0,38 rue de l’Adour,,38 rue de l’Adour 32160 Plaisance,nan,,,,La Poste,,,,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00,,<p><br><ul><li>lundi : 9:00 - 12:00 / 13:30 - 16:30</li><li>mardi : 9:00 - 12:00 / 13:30 - 16:30</li><li>mercredi : 9:00 - 12:00 / 13:30 - 16:30</li><li>jeudi : 9:00 - 12:00 / 13:30 - 16:30</li><li>vendredi : 9:00 - 12:00 / 13:30 - 16:30</li><li>samedi : 9:00 - 12:00</li></ul></p>,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.605419,0.045201,,,,=32=
RH_fiche_159_,,,31,Plaisance du Touch,,centre social Sesame,,31830.0,,,31830 Plaisance du Touch,nan,,,,FIGO Centre social,,,,,,,,,,,,10 04 2019,,,COMP,SEN,inscription,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : inscription</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.565519,1.285013,COMP,SEN,,=31=
RH_fiche_160_,,,65,Pouyastruc,,bibliothèque,,65350.0,rue des écoles,,rue des écoles 65350 Pouyastruc,nan,,,,,05 62 33 67 39,bibliotheque-pouyastruc@orange.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.265105,0.17690699999999998,ORD,TP,,=65=
RH_fiche_161_,,,31,Puydaniel,,Solidarité Numérique CCAS,,31190.0,,8  avenue des Pyrénées,31190 Puydaniel,nan,,,,Mairie,05 61 50 72 44,mairiepuydaniel@wanadoo.fr,https://www.mairie-puydaniel.fr/,,,,,,,,,Janvier 2020,TP,Libre,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCN,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,43.330519,1.420261,ORDM-ACCN-SENS,TP,,=31=
RH_fiche_162_,,,65,Rabastens de Bigorre,,Rabastens en Bigorre,CC Adour Madiran,65140.0,16 place centrale,,16 place centrale 65140 Rabastens de Bigorre,nan,,,,Collectivité,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00</li><li>samedi : -</li></ul></p>,18 03 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.387473,0.15096800000000002,,,,=65=
RH_fiche_163_,,,65,Rabastens de Bigorre,,MSAP Pole Public des Services,,65140.0,16 place centrale,,16 place centrale 65140 Rabastens de Bigorre,nan,,,,,05 62 96 54 51,,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,TP,ateliers informatique pour débutants. Coût 5€/trimestre ou 20€ année. Inscriptions 05 62 96 07 93  mercredi 14h-16h,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : ateliers informatique pour débutants. Coût 5€/trimestre ou 20€ année. Inscriptions 05 62 96 07 93  mercredi 14h-16h</li></ul></p>,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,non,,43.387473,0.15096800000000002,ORD-COMP,TP-TP,,=65=
RH_fiche_164_,,,31,Ramonville,,Le pic,,nan,,,Ramonville,nan,,,,Association,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.236806,6.102697,,,,=31=
RH_fiche_165_,,,31,Ramonville,,Le F@bRiquet,,31520.0,14 rue Hermes,,14 rue Hermes 31520 Ramonville,nan,,PRV. ASSOCIATION,ASSOCIATION PLANETE SCIENCES OCCITANIE,,05 61 73 10 22,ariane.rudelle@planete-sciences.org,http://www.fabriquet.fr/web/,,14h-22h,13h-18h,Sur RDV,13h-18h,13h-20h,,<p><br><ul><li>mardi : 14h-22h</li><li>mercredi : 13h-18h</li><li>jeudi : Sur RDV</li><li>vendredi : 13h-18h</li><li>samedi : 13h-20h</li></ul></p>,Janvier 2020,,,FL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.550024,1.485155,FL,,,=31=
RH_fiche_166_,,,31,Rieumes,,Rieumes - CC Cœur de Garonne,Communauté de Communes Cœur de Garonne,31370.0,2 Place du marché à la volaille,,2 Place du marché à la volaille 31370 Rieumes,4329356.0,1 782 531,,,Collectivité,,msap@cc-coeurdegaronne.fr,,8:30 - 12:30 / 14:00 - 18:00,14:00 - 18:00,8:30 - 12:30,8:30 - 12:30,8:30 - 12:30,-,,<p><br><ul><li>lundi : 8:30 - 12:30 / 14:00 - 18:00</li><li>mardi : 14:00 - 18:00</li><li>mercredi : 8:30 - 12:30</li><li>jeudi : 8:30 - 12:30</li><li>vendredi : 8:30 - 12:30</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.413138000000004,1.119217,,,,=31=
RH_fiche_167_,,,31,Rieux Volvestre,,Relais d'entreprise de RIEUX VOLVESTRE,,31310.0,10 rue de la Tourue de Guet,,10 rue de la Tourue de Guet 31310 Rieux Volvestre,nan,,PRV. SARL,SARL LES BRUNIS,,06 72 36 02 32,d.aumont@relais-d-entreprises.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.263571,1.188008,,,,=31=
RH_fiche_168_,,,32,Riscle,,Télécentre de Riscle,,32400.0,,,32400 Riscle,nan,,,,,,manonbonnet.gers@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.645078999999996,-0.07902999999999999,,,,=32=
RH_fiche_169_,,,32,Saint Clar,,prends toi en main,,32380.0,,,32380 Saint Clar,nan,,Association,,Association,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.888835,0.7631479999999999,,,,=32=
RH_fiche_170_,,,31,Saint Gaudens,,MJC / cyber-base du Saint-Gaudinois,,31800.0,1 place du maréchal juin,,1 place du maréchal juin 31800 Saint Gaudens,nan,,,,Association,05 61 94 66 45,info@mjc-st-gaudens.org,www.mjc-st-gaudens.org,,,,,,,,,Decembre 2019,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.109097999999996,0.726493,ORDM-COMP,,,=31=
RH_fiche_171_,,,31,Saint Gaudens,,APP Comminges-Luchonnais,,31800.0,,,31800 Saint Gaudens,4301773.0,591 438,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.120831,0.725021,,,,=31=
