Dernière MAJ;Lieu;Type Structure;Commune;Adresse postale;Email;Description;Libellé 1;Libellé 2;Proposition de permanence;Présence d'un médiateur;Site internet;Téléphone;Coord. X;Coord. Y;Pôle territorial;Intercommunalité;services;equipements
17/05/2019;Espace Métiers Aquitain du Libournais;Collectivité;Libourne;189 avenue FOCH  Les berges de l’Isle 33500  LIBOURNE;ema-libourne@mission-libourne.asso.fr;"L’Espace Métiers Aquitain du Libournais, financé par la Région nouvelle Aquitaine, est co-porté par  la Mission Locale  du Libournais et le CIO de Libourne (Education Nationale). Il offre un lieu de premier accueil/ première information sur les métiers, la formation et l’emploi et met en œuvre des actions et des animations (réunions d’information métiers ; visites d’entreprise ; Zoom secteur ou Coup de projecteur ; Forums des formations…)";Espace Métiers Aquitain du Libournais;;Non;Non;http://www.ema-libournais.fr/;05.57.51.71.27;44,928512;-0,240811300000018;Libournais;CA du Libournais;Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur / Photocopieuse
14/05/2019;Espace Métiers d'Aquitaine Blaye;Association;Blaye;CIO 9 rue Urbain Albouy - 33390 BLAYE;;"L'Espace Métiers d'Aquitaine (EMA) est un lieu d'accueil, d'information et d'animation autour de la formation, des métiers et de l'emploi.
Ouvert à tous.
Fermé jeudi matin 1 semaine/2";Espace Métiers d'Aquitaine Blaye;;Non;Non;http://www.mlhautegironde.org/orientation-formation/espace-metiers-aquitaine;05 57 42 29 31;45,128;-0,66;Haute Gironde;CC de Blaye;Accès à Internet en autonomie;Ordinateur
06/05/2019;Espace Métiers d'Aquitaine St André de Cubzac;Association;Saint-André-de-Cubzac;Mission Locale 1 rue des places - 33240 SAINT-ANDRE-DE-CUBZAC;;"L'Espace Métiers d'Aquitaine (EMA) est un lieu d'accueil, d'information et d'animation autour de la formation, des métiers et de l'emploi.
Ouvert à tous.
Fermé jeudi matin 1 semaine/2";Espace Métiers d'Aquitaine St André de Cubzac;;Non;Oui;http://www.mlhautegironde.org/orientation-formation/espace-metiers-aquitaine;05 57 43 50 63;44,993;-0,441;Haute Gironde;CC du Grand Cubzaguais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;
02/12/2019;Espace Mosaïque Canéjan (Atelier Public Internet);Collectivité;Canéjan;1 chemin du cassiot;;Ouverts à tous, débutants, confirmés ou simples curieux…, les API mettent à votre disposition deux espaces vous permettant d’accéder, de découvrir, de vous informer, d’échanger autour des outils, services et innovations liés au numérique dans le cadre d’actions diversifiées. Situés à la Médiathèque et à l’Espace Mosaïque, les API sont équipés d’outils informatiques vous permettant de d’apprendre, de créer, de trouver, de partager et de publier !;Espace Mosaïque Canéjan (Atelier Public Internet);;Non;Non;;;44,762115;-0,654388;Graves;CC Jalle-Eau-Bourde;Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Vidéo-projecteur / Wifi
14/05/2019;Espace Multimédia Médiathèque d'Ornon;Collectivité;Villenave-d'Ornon;46 bis rue Jean-Jacques Rousseau - 33140 VILLENAVE D ORNON;service.multimedia@mairie-villenavedornon.fr;;Espace Multimédia Médiathèque d'Ornon;;Non;Oui;http://mediatheque.villenavedornon.fr;05 57 96 56 30;44,763711;-0,584681;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur / Tablette
06/05/2019;Espace Public Numérique;Collectivité;Bassens;5, rue du 8 mai 1945 - 33530 BASSENS;mediatheque@ville-bassens.fr;;Espace Public Numérique;;Non;Oui;http://www.mediaculture.ville-bassens.fr;05 57 80 81 78;44,8995394;-0,516068881;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante / Ordinateur
12/07/2019;Espace Public Numérique Cyber-base;Collectivité;Bourg;8 au Mas - 33710 BOURG EN GIRONDE;cyber@grand-cubzaguais.fr;Propose un accès à internet et un accompagnement qualifié pour favoriser l'appropriation des technologies et des usages de l'internet, fixe et mobile;Espace Public Nuémrique Cyber-base;;Oui;Oui;http://www.grand-cubzaguais.fr;05 57 94 06 88;45,043295;-0,55973;Haute Gironde;CC du Grand Cubzaguais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Ordinateur
13/05/2019;Espace social Alouette animation;Association;Pessac;45 Boulevard du Haut livrac - 33600 PESSAC;csalouette@wanadoo.fr;;Espace social Alouette animation;;Non;Oui;https://alouetteanimation.wordpress.com/;05 57 26 46 46;44,798543;-0,675057;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Imprimante / Ordinateur / Vidéo-projecteur / Wifi
17/04/2019;Espace social et d'animation Alain-Coudert;Association;Pessac;68 Rue de l'Horloge - 33600 PESSAC;cssaige@wanadoo.fr;;Espace social et d'animation Alain-Coudert;;Non;Non;https://fr-fr.facebook.com/esaacsaige33/;05 56 45 57 50;44,791261;-0,628349;Graves;Bordeaux Métropole;;
28/11/2019;EURÊKAFAB - Communauté de communes de Montesquieu;Collectivité;Martillac;1 allée Jean Rostand - Bt EURÊKAPOLE 33650 Martillac;fablab-manager@cc-montesquieu.fr;"Fablab tous publics avec orientation particulière vers le public professionnel
Membre du réseau des fablabs professionnels HUBe-RT dont la CDC de Montesquieu est leader du consortium
Le fablab est équipé de : découpe laser, imprimante 3D, fraiseuse CNC, scanner 3D, découpe vinyle, impression textile...
Accès libre sur disponibilités de l'agenda.
Modalités d'inscription pour approfondissement et techniques fablab";EURÊKAFAB - Communauté de communes de Montesquieu;;Non;Oui;wwww.eurekafab.fr;;44,7132;-0,581381;Graves;CC de Montesquieu;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante / Ordinateur / Scanner
17/05/2019;FORMATEK;Association;Guîtres;9, avenue de l’Isle, Immeubles Combes 33230 GUITRES;;L’association créée en 2007 a pour but d’initier ou former en informatique tout public qui veut apprendre ou se performer aux méthodes modernes de l’informatique et de l’ère numérique.;FORMATEK;;Non;Oui;;06.66.37.24.32 ET 09.81.82.79.97;45,0833;0,0167;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre initié aux outils numériques;Imprimante multi-fonctions / Ordinateur / Tablette / Wifi
28/11/2019;Foyer fraternel centre social;Association;Bordeaux;23 rue Gouffrand 33300 Bordeaux;accueil@foyerfraternel.fr;"Le foyer fraternel répond aux besoins éducatifs et de loisirs, aux besoins d'insertion sociale et de solidarité, aux besoins de formation et d'insertion professionnelle. L'association propose notamment des cours de Français, et de ateliers pour le numérique. Elle compte 800 adhérents et 2500 usagers dans les quartiers Chartrons, Grand parc, Jardin public.

Adhésion/inscription obligatoire, aucune démarche préalable, venir sur place.";Foyer Fraternel;;Non;Oui;www.centresocial-foyerfraternel.fr;0557871392;44,8558;-0,572106;Bordeaux;Bordeaux Métropole;Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Imprimante / Ordinateur
06/05/2019;Grand Cubzaguais Communauté de Commune;Collectivité;Saint-André-de-Cubzac;44 rue Dantagnan - 33240 SAINT-ANDRE-DE-CUBZAC;contact@grand-cubzaguais.fr;;Grand Cubzaguais Communauté de Commune;;Non;Non;;05 57 43 96 37;44,9946;-0,444189000000051;Haute Gironde;CC du Grand Cubzaguais;Accès à Internet en autonomie;Ordinateur
16/08/2019;Habitat Jeune en Pays Libournais - Le Portail du logement en Libournais;Association;Libourne;34 rue Chanzy  33500 Libourne;contact@portail-logement-libournais.fr;"Association chargée de promouvoir l’accès au logement des jeunes, de favoriser leur autonomie et leur socialisation, de construire un parcours d’accompagnement social et de contribuer à la politique de l’habitat sur le territoire.

Le Portail du logement en Libournais vous accueille et vous accompagne spécifiquement dans vos projets de logement (information, recherche, ateliers thématiques, …)

Libre accès gratuit pour tous les jeunes de 16 à 30 ans tous les jours d’ouverture
Accès PMR
Tout public le lundi de 14h à 17h";Habitat Jeune en Pays Libournais - Le Portail;;Non;Non;http://hajpl.free.fr;05 57 25 73 60;44,9161;-0,23777999999993;Libournais;CA du Libournais;Accès à Internet en autonomie;Imprimante multi-fonctions / Ordinateur
17/05/2019;Habitat Jeunes en pays Libournais - résidence hébergement;Association;Libourne;Résidence Pierre Bérégovoy 53 rue Victor Hugo 33500 Libourne;secretariat@hajpl.com;"L’association accueille, informe et accompagne les jeunes de 16 à 30 ans dans leurs recherches de logements quel que soit le besoin. Elle propose également différentes solutions de logement aux jeunes en mobilité sociale ou professionnelle, pour cela elle dispose d’une centaine de logements du studio au T3. 

Espace pour les jeunes de 16 à 30 ans suivis par l’HAJPL .
Accès libre  avec émargement obligatoire lors de l’utilisation des outils numériques 
Accès PMR";Habitat Jeunes en pays Libournais  - résidence hébergement;;Non;Non;http://www.urhajaquitaine.fr/;05 57 25 98 15;44,9152;-0,245642999999973;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Imprimante multi-fonctions / Ordinateur / Wifi
28/11/2019;Imagin'actions Coutras;Association;Coutras;6, rue Gambetta 33230 Coutras;imaginactions33@gmail.com;"L’association accompagne toutes les personnes vulnérables dans la reprise de confiance en soi par le biais d’ateliers Bien-Etre et lutte contre l’illettrisme numérique en animant des ateliers itinérants sur tout le territoire du Libournais. L’accompagnement est défini pour chaque personne accompagnée, le sur-mesure est le maître mot.
Notre association est spécialisée dans 3 domaines :
- la lutte contre l'illettrisme
- la lutte contre l'illettrisme numérique
- la valorisation de l'image de soi
Nous intervenon en Gironde, sur le Nord Libournais (Coutras, Libourne, et St Denis-De-Pile principalement).
Nos locaux ont un accès PMR (sauf les sanitaires qui ne sont pas adaptés aux fauteuils roulants).";Imagin'actions;;Oui;Oui;www.imaginactions.org;06.87.92.83.58;45,0413;-0,130324999999971;Libournais;CA du Libournais;Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Photocopieuse / Scanner / Tablette
13/05/2019;La Canopée - espace collaboratif de Gradignan (espace de coworking et incubateur);Collectivité;Gradignan;6 Place Bernard Roumegoux - 33170 GRADIGNAN;lacanopee.ville-gradignan@gmail.com;;La Canopée - espace collaboratif de Gradignan (espace de coworking et incubateur);;Non;Oui;http://lacanopee.ville-gradignan.fr/;05 56 84 21 76;44,773556;-0,614325;Graves;Bordeaux Métropole;Accès à Internet en autonomie;Accès Internet / Imprimante multi-fonctions / Vidéo-projecteur / Wifi
12/07/2019;La Centrale - Bibliothèque Hybride;Collectivité;La Teste-de-Buch;Hôtel de Caupos 2 allée Clémenceau- 33260 LA TESTE DE BUCH;lacentrale@latestedebuch.fr;Lieu de cultures numériques et artistiques, la Centrale - Bibliothèque Hybride est un équipement gratuit et ouvert à tous. En synergie avec la bibliothèque municipale, la Centrale accompagne les pratiques numériques au sens large, elle facilite l’accès à l’information, aux loisirs, aux apprentissage et à une programmation culturelle régulière.;La Centrale - Bibliothèque Hybride;;Oui;Oui;https://www.latestedebuch.fr/culture-loisirs/les-bibliotheques/la-centrale-bibliotheque-hybride/;05 57 52 41 22;44,6309838;-1,1482387;Bassin;CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS);Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Accès Internet / Ordinateur / Tablette
06/05/2019;La clef des champs;Association;Tauriac;1 rue des Gombaux - 33710 TAURIAC;laclef.deschamps@wanadoo.fr;"Aide les personnes à sortir de la précarité, à nouer du lien social, à s'informer, à être acteurs de leur vie. Propose des activités culturelles, de loisirs, des services, dont le ""Point Accès Public à Internet"".
Atelier numérique le vendredi après-midi";La clef des champs;;Oui;Oui;http://laclefdeschamps33.free.fr/;05 57 68 39 39;45,051275;-0,507036;Haute Gironde;CC du Grand Cubzaguais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur
06/05/2019;La Poste Cars;La poste;Cars;3 le Bourg - 33390 CARS;;;La Poste Cars;;Non;Oui;;05 57 42 20 85;45,1270139;-0,6404854;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Tablette
03/05/2019;La Poste Cavignac;La poste;Cavignac;93 Avenue de Paris - 33620 Cavignac;;;La Poste Cavignac;;Non;Non;;;45,1015;-0,389337999999952;Haute Gironde;CC Latitude Nord Gironde;Accès à Internet en autonomie;Ordinateur
06/05/2019;La poste Cezac;La poste;Cézac;141 le Bourg - 33620 CEZAC;;;La poste Cezac;;Non;Non;;0557330186;45,0907;-0,419887;Haute Gironde;CC Latitude Nord Gironde;Accès à Internet en autonomie;Tablette
06/05/2019;La poste Marcillac;La poste;Marcillac;11 le Bourg - 33860 MARCILLAC;;;La poste Marcillac;;Non;Non;;0557324103;45,269;-0,523415;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie;Tablette
17/04/2019;L'Asile Bordeaux - collectif créateurs;Association;Bordeaux;26 Rue Rolland - 33000 BORDEAUX;bureau@lasile-bordeaux.fr;;L'Asile Bordeaux - collectif créateurs;;Non;Non;http://www.lasile-bordeaux.fr;05 24 60 55 78;44,842641;-0,581143;Bordeaux;Bordeaux Métropole;;
04/11/2019;Le Chai 2.0 MARSAS;Association;Marsas;51, rue Jean Combret - 33620 MARSAS;contact.lechai20@latitude-nord-gironde.fr;;Le Chai 2.0 MARSAS;;Non;Oui;;05 57 32 40 34;45,065936;-0,382447;Haute Gironde;CC Latitude Nord Gironde;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
17/04/2019;Le Forum du Rocher de Palmer;Association;Cenon;1 rue Aristide Briand - 33150 CENON;contact@lerocherdepalmer.fr;;Le Forum du Rocher de Palmer;;Non;Non;http://lerocherdepalmer.fr/forum/;05 56 74 80 00;44,862395;-0,524335;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Pratiquer des activités récréatives numériques;Accès Internet / Ordinateur / Vidéo-projecteur
07/01/2020;Le relais talençais;Association;Talence;25 rue du 19 mars 1962 - 33400 TALENCE;coordo-epicvous@orange.fr;"Épicerie sociale et solidaire
Animations";Le relais talençais;;Non;Non;en cours de refonte;06 37 77 45 65;44,7966;-0,595474;Graves;Bordeaux Métropole;Accès à Internet en autonomie;Imprimante / Ordinateur / Scanner
29/04/2019;Les Ateliers du Mascaret;Association;Plassac;23 route de l'Estuaire - 33390 PLASSAC;les-ateliers-du-mascaret@orange.fr;Association d'animation culturelle et sociale;Les Ateliers du Mascaret;;Oui;Oui;http://www.ateliersdumascaret.fr;05 57 42 27 65;45,103855;-0,646541;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur
04/11/2019;Les champs du possible;Association;Étauliers;6 bis route de Saint-Savin - 33820 ETAULIERS;association.leschampsdupossible@gmail.com;"Espace e vie sociale
Atelier numérique dédié le vendredi matin de 10h à 12h.
Mardi, mercredi et vendredi : 9h-17h sur rdv";Les champs du possible;Les champs du possible;Non;Oui;https://fr-fr.facebook.com/lamaisonbleue.bulledoxygene/;0784311057;45,217;-0,569;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
02/12/2019;Le spot CANEJAN;Collectivité;Canéjan;25 Chemin de la House - 33610 CANEJAN;spot@canejan.fr;Le SPOT est un lieu d'accueil et d'activités socio-éducatives et culturelles, destiné aux pré-ados et ados à partir de la 6ème et jusqu’à 17 ans. Il propose aux élèves de CM2, une passerelle pour favoriser le passage des enfants entre le FLASH et le SPOT, pour permettre aux enfants de se retrouver autour d'activités adaptées à leur âge et pour favoriser l'autonomie des enfants sur le temps d'activités et de vie quotidienne.;Le spot CANEJAN;;Non;Oui;https://www.canejan.fr/enfance-et-jeunesse/accueils-de-loisirs/180-pre-ados-et-ados-le-spot.html;05 56 75 06 32;44,753283;-0,643837;Graves;CC Jalle-Eau-Bourde;Accès à Internet en autonomie / Pratiquer des activités récréatives numériques;Accès Internet / Ordinateur
05/06/2019;Les restos du coeur : AD33, centre d'activités de PESSAC;Association;Pessac;3 Rue Razon 33600 - Pessac;ad33.pessac@restosducoeur.org;"Intervient dans les champs de :
Aide alimentaire, Emploi, Accompagnement au budget et microcrédit, Ateliers de français, soutien scolaire et accès à Internet accompagné,Culture, loisirs, sport & départs en vacances";Les restos du coeur Pessac;;Non;Non;https://ad33.restosducoeur.org/centres-departementaux/ad33-centre-dactivites-pessac/;05 56 45 85 91;44,802006;-0,631083;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;
06/05/2019;Le temps des familles;Association;Saint-André-de-Cubzac;4, rue de la Fontaine - 33240 SAINT-ANDRE-DE-CUBZAC;letempsdesfamilles@yahoo.fr;"Le Temps des Familles est une association créée par des parents à Saint-André-de-Cubzac. C'est un espace de rencontre, d'échange d'expériences, où chaque parent peut, accompagné ou non de son enfant, venir rencontrer d'autres personnes, créer des liens et partager des moments ensemble et participer
Permanence mairie St André
Vendredi de 10 à 12 h atelier informatique
Une fois par mois, des cours à thème seront proposés (confidentialité sur Facebook, arnaques sur internet…)";Le temps des familles;;Non;Oui;http://www.letempsdesfamilles.fr/;09.86.12.12.89;44,994;-0,44;Haute Gironde;CC du Grand Cubzaguais;Etre accompagné dans ses démarches administratives;
06/05/2019;Ligue de l'enseignement fédération de Gironde;Association;Artigues-près-Bordeaux;72 avenue de l'Église Romane - 33370 ARTIGUES PRES BORDEAUX;contact@laligue33.org;;Ligue de l'enseignement fédération de Gironde;;Non;Oui;http://www.laligue33.org;05 56 44 52 25;44,855685;-0,485719;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Ordinateur
18/11/2019;Mairie de Gauriac;Collectivité;Gauriac;7 route de la Gabare - 33710 GAURIAC;mairie@gauriac.fr;;Mairie de Gauriac;;Non;Non;https://www.gauriac.fr/;0557648008;45,0720309;-0,6283542;Haute Gironde;CC de Blaye;Accès à Internet en autonomie / Etre initié aux outils numériques;Imprimante / Ordinateur
04/11/2019;Mairie de Pessac;Collectivité;Pessac;Place de la Vème république - 33600 Pessac;accueil_unique@mairie-pessac.fr;point internet dans le hall de la mairie;Mairie de Pessac;;Non;Non;;;44,8055;-0,630999999999972;Graves;Bordeaux Métropole;Accès à Internet en autonomie;Accès Internet / Ordinateur
06/05/2019;Mairie Marcillac;Collectivité;Marcillac;11 le Bourg - 33860 MARCILLAC;;;Mairie Marcillac;;Non;Oui;;0557324103;45,269;-0,523;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Tablette
15/05/2019;Mairie Pomerol;Collectivité;Pomerol;10 rue de Tropchaud 33500 POMEROL;mairie.pomerol@wanadoo.fr;Point multimédia de la Mairie de Pomerol;Mairie Pomerol;;Non;Oui;@;0557511294;44,9310018;-0,1999833;Libournais;CA du Libournais;Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur
15/05/2019;Mairie St Antoine sur l'Isle;Collectivité;Saint-Antoine-sur-l'Isle;625  rue de Verdun 33660 SAINT ANTOINE SUR L’ISLE;mairie@stantoinesurlisle.fr;Point cyber situé dans le même local que le point lecture alimenté par la Bibliothèque Départementale de Prêt;Mairie St Antoine sur l'Isle;;Non;Oui;www.stantoinesurlisle.fr;05 57 49 62 19;45,027473;0,0386402;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Imprimante multi-fonctions / Ordinateur
15/05/2019;Mairie St Martin du Bois;Collectivité;Saint-Martin-du-Bois;17 Le bourg 33910 SAINT MARTIN DU BOIS;mairie-stmartin-bois@wanadoo.fr;;Mairie St Martin du Bois;;Non;Non;@;0557847133;45,0245948;-0,2670373;Libournais;CA du Libournais;Accès à Internet en autonomie;Accès Internet / Ordinateur
16/05/2019;Maison de l'Enfance des Iris;Collectivité;Lormont;Château des iris - Chemin des iris 33310 LORMONT;cgcvl@wanadoo.fr;;Maison de l'Enfance des Iris;;Non;Oui;;0556387493;44,868876;-0,530958;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Ordinateur / Vidéo-projecteur / Wifi
17/05/2019;Maison de Services Au Public;Collectivité;Sainte-Foy-la-Grande;12 boulevard Charles Garrau - 33220 STE FOY LA GRANDE;cdc-rsp@paysfoyen.fr;Une Maison de services au public est un lieu dans lequel les habitants peuvent être accompagnés par des agents dans leurs démarches administratives : emploi, retraite, famille, social, santé, logement, énergie, accès au droit, démarche dématérialisé... De l'information à l'accompagnement sur des démarches spécifiques, les Maisons de services au public articulent présence humaine et outils numériques.;Maison de Services Au Public;;Non;Non;http://www.paysfoyen.fr/maison-des-services-publics-mainmenu-166.html;05 57 48 60 90;44,839137;0,219909;Libournais;CC du Pays Foyen;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Imprimante / Ordinateur / Scanner / Wifi
27/11/2019;Maison de services au public Gironde Castillon-Pujols;Collectivité;Castillon-la-Bataille;2 rue du 19 mars 1962 - 33350 Castillon-la-Bataille;msap@castillonpujols.fr;"La Maison de services au public (MSAP) est un lieu d’accueil unique pour accompagner tous les usagers du territoire dans leurs démarches du quotidien.
Elle permet au public de bénéficier d’un point d’accueil de proximité, relais des administrations et services au public intervenant notamment dans le domaine de la protection sociale, l’insertion et l’emploi, l’accès aux droits, la citoyenneté mais aussi la santé, le logement, le handicap.";Maison de services au public;Gironde Castillon-Pujols;Oui;Oui;https://www.castillonpujols.fr;05.57.41.52.60;44,852871;-0,050243;Libournais;CC Castillon/Pujols;;Accès Internet / Espace de confidentialité / Imprimante / Photocopieuse / Scanner / Téléphone / Visio conférence / Wifi
13/05/2019;Maison des Jeunes d'Arcachon - PIJ;Collectivité;Arcachon;8 allée José Maria de Heredia - 33120 ARCACHON;secretariat-edm@ville-arcachon.fr;La Maison des Jeunes est un espace convivial d’accueil, de détente et de loisirs où les jeunes peuvent s’informer, être écoutés, trouver un accompagnement pour réaliser leurs projets et découvrir de nouvelles pratiques et activités. « Point Cyb » au PIJ.;Maison des Jeunes d'Arcachon  - PIJ;;Non;Non;http://www.ville-arcachon.fr;05 56 83 19 52;44,656133;-1,168205;Bassin;CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS);Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;
17/05/2019;Maison des Médias;Collectivité;Gironde-sur-Dropt;La gare - 33190 GIRONDE SUR DROPT;pmau@gironde-sur-dropt.fr;La Maison des Médias est un Espace Public Numérique.C'est un service de la Commune de Gironde sur Dropt qui se veut un lieu de découverte et d'apprentissage des NTIC ( Nouvelles Technologies de l'Information de la Communication);Maison des Médias;;Oui;Oui;http://www.girondesurdropt.com;05 56 71 14 11;44,584025;-0,090918;Sud Gironde;CC du Réolais en Sud Gironde;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Ordinateur / Photocopieuse
17/05/2019;Maison des services publics - Antenne de Pellegrue;Collectivité;Pellegrue;7 place du 8 Maii 1945 - 33790 PELLEGRUE;rsp-pellegrue@paysfoyen.fr;Une Maison de services au public est un lieu dans lequel les habitants peuvent être accompagnés par des agents dans leurs démarches administratives : emploi, retraite, famille, social, santé, logement, énergie, accès au droit, démarche dématérialisé... De l'information à l'accompagnement sur des démarches spécifiques, les Maisons de services au public articulent présence humaine et outils numériques.;Maison des services publics - Antenne de Pellegrue;;Non;Non;http://www.paysfoyen.fr/maison-des-services-publics-mainmenu-166.html;05 56 61 30 18;44,743736;0,075614;Libournais;CC du Pays Foyen;Etre initié aux outils numériques;Ordinateur
17/04/2019;Media Station - Association AREA;Association;Villenave-d'Ornon;Rue du Professeur Chavannaz - 33140 VILLENAVE D ORNON;association.area@free.fr;;Media Station - Association AREA;;Non;Non;http://association-area.fr/;05 56 75 80 89;44,770785;-0,561797;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur / Vidéo-projecteur
12/07/2019;Médiathèque AMBES;Collectivité;Ambès;5 avenue du docteur Couaillac - 33810 AMBES;multimedia@mairie-ambes.fr;;Médiathèque AMBES;;Non;Oui;http://ambes.c3rb.org/;05 56 77 15 59;45,01154;-0,532559;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur
14/05/2019;Médiathèque Antenne de Beaudesert;Collectivité;Mérignac;11 Allée Concorde - 33700 MERIGNAC;mediatheque.reseau@merignac.com;L'espace public numérique (E.P.N.) est dédié à la découverte, à l'apprentissage et à la pratique du multimédia. Deux E.P.N. sont accessibles. Le premier est situé dans la médiathèque du centre-ville et le second à Beaudésert. Chacun peut bénéficier de conseils et être assisté sur les usages numériques par une équipe de professionnels.;Médiathèque Antenne de Beaudesert;;Non;Oui;http://www.mediatheque.merignac.com;05 56 47 89 31;44,843919;-0,676586;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques;Ordinateur
12/09/2019;Médiathèque Assia Djebar;Collectivité;Blanquefort;4 rue du docteur Castéra - 33290 BLANQUEFORT;mediatheque@ville-blanquefort.fr;"L'Espace Multimédia possède 10 postes d'accès à Internet, de création multimédia, bureautique et jeux vidéos pre-installés
Pour accéder aux ordinateurs une carte de lecteur de la médiathèque est délivrée gratuitement. L'utilisateur dispose d'un temps de 1h d'accès aux ordinateurs par jour.";Médiathèque Assia Djebar;;Non;Oui;http://mediatheque.ville-blanquefort.fr/;05 56 57 48 40;44,910392;-0,633511;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;
12/07/2019;Médiathèque Braud;Collectivité;Braud-et-Saint-Louis;15 avenue de la République - 33820 BRAUD-ET-SAINT-LOUIS;;;Médiathèque Braud et Saint Louis;;Non;Non;http://www.mairie-braud.fr/mediatheque;0557326737;45,245;-0,626;Haute Gironde;CC de l'Estuaire;Etre accompagné dans ses démarches administratives;Ordinateur
02/12/2019;Médiathèque CANEJAN;Collectivité;Canéjan;10 chemin de la House - 33610 CANEJAN;mediatheque@canejan.fr;;Médiathèque CANEJAN;;Non;Oui;https://www.mediatheque-canejan.net;05 56 89 38 07;44,750114;-0,641056;Graves;CC Jalle-Eau-Bourde;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Tablette / Vidéo-projecteur
