bfc_id,mise_a_jour,lon,lat,adresse,code_postal,ville,adresse_full,departement,dep_txt,nom_structure,url_lieu,contact_email,contact_tel,source,url_illustration,code_typo,def_typo,code_label,def_label,code_accomp,def_accomp,horaires
mednumBFC_TL_311_,,3.4511160000000003,46.828285,Télécentre du Sud Morvan,58290,MOULINS-ENGILBERT,Télécentre du Sud Morvan 58290 MOULINS-ENGILBERT,58,D_58,Télécentre du Sud Morvan,,,,,,T,Lieux de travail et de collaboration,,,,,
mednumBFC_TL_312_,,3.447678,46.828718,1 Route d'Avril,58300,DECIZE,1 Route d'Avril 58300 DECIZE,58,D_58,Club informatique SLB Informatique,,,06 99 28 83 58,,,F,Lieux de médiation et de fabrication,NMM,Nièvre médiation numérique,,,
mednumBFC_TL_313_,,3.6607410000000002,46.878758000000005,Cyber-base de Sougy,58300,SOUGY SUR LOIRE,Cyber-base de Sougy 58300 SOUGY SUR LOIRE,58,D_58,Cyber-base de Sougy,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_314_,,3.399431,46.861568,Kiosque numérique de Decize,58300,DECIZE,Kiosque numérique de Decize 58300 DECIZE,58,D_58,Kiosque numérique de Decize,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_315_,,3.073386,47.530573,21 Grande rue,58310,SAINT AMAND EN PUISAYE,21 Grande rue 58310 SAINT AMAND EN PUISAYE,58,D_58,Club Générations Mouvement de Saint-Amand-en-Puisaye,http://gem-saint-amand-en-puisaye.blog4ever.com,,,,,F,Lieux de médiation et de fabrication,NMM,Nièvre médiation numérique,,,
mednumBFC_TL_316_,,3.076759,47.529427,12 bis rue du Faubourg Neuf,58310,SAINT AMAND EN PUISAYE,12 bis rue du Faubourg Neuf 58310 SAINT AMAND EN PUISAYE,58,D_58,MSAP Saint-Amand-en-Puisaye,,msap-saintamand@cscpf.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM,-Maison de Services Au Public-Nièvre médiation numérique,,,"<ul><li>- </li><li>- mardi matin: 9h30-12h30 / mardi après-midi: 15h30-19h<br>
</li><li>- mercredi matin: 9h30-12h30</li><li>- jeudi matin: 9h30-12h30 / jeudi après-midi: 15h30-19h<br>
</li><li>- vendredi matin: 9h30-12h30</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_317_,,3.5121849999999997,47.103967,1  Place de la République,58330,SAINT-SAULGE,1  Place de la République 58330 SAINT-SAULGE,58,D_58,MFS Saint-Saulge,,cathy-rsp@escn58.info,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM-MFS,-Maison de Services Au Public-Nièvre médiation numérique-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h30<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h30<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h30<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h30<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-16h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_318_,,3.352295,46.71604,Kiosque numérique de Cergy la Tour,58340,CERCY LA TOUR,Kiosque numérique de Cergy la Tour 58340 CERCY LA TOUR,58,D_58,Kiosque numérique de Cergy la Tour,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_319_,,3.645593,46.861563000000004,4 Rue François Mitterrand,58340,CERCY-LA-TOUR,4 Rue François Mitterrand 58340 CERCY-LA-TOUR,58,D_58,MFS Centre social de Fours,www.centresocialfours.fr,csocialfours@wanadoo.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM-MFS,-Maison de Services Au Public-Nièvre médiation numérique-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-18h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 9h-12h</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-18h<br>
</li><li>- vendredi matin: 9h-12h</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_320_,,3.840221,46.905193,5 Rue Eugène Collin,58360,SAINT-HONORE-LES-BAINS,5 Rue Eugène Collin 58360 SAINT-HONORE-LES-BAINS,58,D_58,MSAP Saint-Honoré-Les-Bains,,msap.saint-honore-les-bains@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM,-Maison de Services Au Public-Nièvre médiation numérique,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h30-16h30<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h30-16h30<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 13h30-16h30<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h-16h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 13h30-16h30<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_321_,,3.017599,47.180054999999996,Bibliothèque Municipale de Dornes,58390,DORNES,Bibliothèque Municipale de Dornes 58390 DORNES,58,D_58,Bibliothèque Municipale de Dornes,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_322_,,3.5161290000000003,47.461615,,58400,LA CHARITE SUR LOIRE,58400 LA CHARITE SUR LOIRE,58,D_58,kiosque numérique de La Charité sur Loire,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_323_,,3.020257,47.180233,5 Rue Antoine Amiot,58400,LA CHARITE SUR LOIRE,5 Rue Antoine Amiot 58400 LA CHARITE SUR LOIRE,58,D_58,Mission locale Bourgogne Nivernaise,https://fr-fr.facebook.com/Missionlocale.BourgogneNivernaise/,,03 86 93 94 10,,,I,Lieux d’information et d’accès aux droits,NMM,Nièvre médiation numérique,,,"<ul><li>- lundi matin: 8h30-12h30 / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h30 / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h30 / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h30 / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h30 / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_324_,,3.2544619999999997,47.459291,2 Place de l'hôtel de ville,58410,ENTRAINS SUR NOHAIN,2 Place de l'hôtel de ville 58410 ENTRAINS SUR NOHAIN,58,D_58,Mairie d'Entrains sur Nohain,http://www.entrains-sur-nohain.com/,,03 86 29 22 06,,,I,Lieux d’information et d’accès aux droits,NMM,Nièvre médiation numérique,,,
mednumBFC_TL_325_,,3.490676,47.281471,9  rue du Commandant Guerreau,58420,BRINON-SUR-BEUVRON,9  rue du Commandant Guerreau 58420 BRINON-SUR-BEUVRON,58,D_58,MFS Brinon sur Beuvron,,centresocialbrinon@orange.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM-MFS,-Maison de Services Au Public-Nièvre médiation numérique-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 14h-17h30<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 14h-17h30<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 14h-17h30<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 14h-17h30<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 14h-17h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_326_,,2.881869,47.522318,Rue Jean Jaurès,58450,NEUVY SUR LOIRE,Rue Jean Jaurès 58450 NEUVY SUR LOIRE,58,D_58,Association Familles Rurales,,,03 86 39 24 55,,,F,Lieux de médiation et de fabrication,NMM,Nièvre médiation numérique,,,
mednumBFC_TL_327_,,2.882576,47.522698,Place Alexandrine Semence,58450,NEUVY SUR LOIRE,Place Alexandrine Semence 58450 NEUVY SUR LOIRE,58,D_58,Médiathèque de Neuvy,https://mediatheques-cclvn.bibenligne.fr/mediatheque-de-neuvy-sur-loire,,03 86 39 14 33,,,M,Lieux de médiation publique,NMM,Nièvre médiation numérique,,,"<ul><li>- </li><li>-  / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 10h-12h30 / mercredi après-midi: 14h-18h<br>
</li><li>- </li><li>-  / vendredi après-midi: 14h-18h<br>
</li><li>- samedi matin: 10h30-12h30</li><li>- </li></ul>"
mednumBFC_TL_328_,,3.152511,46.883841,Place de l'Eglise,58470,MAGNY-COURS,Place de l'Eglise 58470 MAGNY-COURS,58,D_58,MSAP Magny-Cours,,msap.magny-cours@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM,-Maison de Services Au Public-Nièvre médiation numérique,,,"<ul><li>- lundi matin: 9h-11h30 / lundi après-midi: 14h-17h<br>
</li><li>-  / mardi après-midi: 14h30-17h<br>
</li><li>- mercredi matin: 9h-11h30 / mercredi après-midi: 14h-17h<br>
</li><li>- jeudi matin: 9h-11h30 / jeudi après-midi: 14h-17h<br>
</li><li>-  / vendredi après-midi: 14h-17h<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_329_,,3.514908,47.460421999999994,12  rue de Druyes,58500,CLAMECY,12  rue de Druyes 58500 CLAMECY,58,D_58,Fab'N'Lab de la Nièvre,https://www.facebook.com/fabnlab/,,03 58 57 05 58,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_330_,,3.5150360000000003,47.461028000000006,6bis Rue Druyes,58500,CLAMECY,6bis Rue Druyes 58500 CLAMECY,58,D_58,Maison de la formation,,,03 86 27 51 86,,,O,Lieux de formation,NMM,Nièvre médiation numérique,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-17h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-17h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 14h-17h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-17h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_331_,,3.333171,47.171884000000006,Kiosque numérique de Fourchambault,58600,FOURCHAMBAULT,Kiosque numérique de Fourchambault 58600 FOURCHAMBAULT,58,D_58,Kiosque numérique de Fourchambault,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_332_,,3.084711,47.018815000000004,Avenue Jean Jaurès,58600,FOURCHAMBAULT,Avenue Jean Jaurès 58600 FOURCHAMBAULT,58,D_58,MFS Centre Social de Fourchambault,,directioncsf@free.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM-MFS,-Maison de Services Au Public-Nièvre médiation numérique-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-18h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-18h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-18h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li><li>- </li></ul>"
mednumBFC_TL_333_,,3.330071,47.176609,10 Place de l'église,58700,PREMERY,10 Place de l'église 58700 PREMERY,58,D_58,Centre socioculturel Intercommunal Pierre Melot,http://cpremery.fr/,,03 86 68 11 30,,,I,Lieux d’information et d’accès aux droits,NMM,Nièvre médiation numérique,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_334_,,3.6846949999999996,47.256476,Kiosque numérique de Premery,58700,PREMERY,Kiosque numérique de Premery 58700 PREMERY,58,D_58,Kiosque numérique de Premery,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_335_,,3.3321089999999995,47.175158,26 cour du chateau,58700,PREMERY,26 cour du chateau 58700 PREMERY,58,D_58,MSAP Prémery,,msap@cclnb.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM,-Maison de Services Au Public-Nièvre médiation numérique,,,"<ul><li>- </li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-11h30</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_336_,,3.6835980000000004,47.257471,9 rue des Arcées,58800,CORBIGNY,9 rue des Arcées 58800 CORBIGNY,58,D_58,Association Pour l'Insertion et l'AcCompagnement Social (AGAI),,,03 86 20 26 26,,,F,Lieux de médiation et de fabrication,NMM,Nièvre médiation numérique,,,
mednumBFC_TL_337_,,3.6834480000000003,47.252417,1  rue d'Augenay,58800,CORBIGNY,1  rue d'Augenay 58800 CORBIGNY,58,D_58,Kiosque numérique de Corbigny,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_338_,,3.6840019999999996,47.257076,3 Grande Rue,58800,CORBIGNY,3 Grande Rue 58800 CORBIGNY,58,D_58,MFS Maison de Pays Corbigny,,accueil@cctbc.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-NMM-MFS,-Maison de Services Au Public-Nièvre médiation numérique-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_339_,,6.155131,47.620657,38 rue Paul Morel,70000,VESOUL,38 rue Paul Morel 70000 VESOUL,70,D_70,Centre d'Information Jeunesse de Vesoul,http://www.ij70.com/,informatique@ij70.com,03 84 97 00 90,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_340_,,6.155862,47.623096000000004,4  rue Alsace Lorraine,70000,VESOUL,4  rue Alsace Lorraine 70000 VESOUL,70,D_70,Cyber-Base de Vesoul,http://www.vesoul.fr/index.php?option=com_content&task=blogcategory&id=67&Itemid=151,postmaster@vesoul.fr,03 84 97 07 06,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_341_,,6.146591,47.619645,4 rue André Maginot,70000,VESOUL,4 rue André Maginot 70000 VESOUL,70,D_70,Mission Locale du Bassin d'Emploi de Vesoul,milovesoul.org,missionlocalevesoul@milo-bfc.fr,03 84 76 38 19,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_342_,,6.154717,47.633509000000004,Centre Commercial du Grand Monmarin Rue Edouard Belin,70000,VESOUL,Centre Commercial du Grand Monmarin Rue Edouard Belin 70000 VESOUL,70,D_70,Virtualgames,,s.edme70@laposte.net,03 84 92 19 43,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_343_,,5.5897760000000005,47.445906,60 Grande rue,70100,GRAY,60 Grande rue 70100 GRAY,70,D_70,Bureau Information Jeunesse de Gray,,bij.gray@wanadoo.fr,03 84 65 44 00,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_344_,,5.587940000000001,47.448537,3  quai Mavia,70100,GRAY,3  quai Mavia 70100 GRAY,70,D_70,Espace MultiMédia du Val de Gray,,multimedia.valdegray@gmail.com,03 84 68 01 02,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_345_,,5.5843940000000005,47.454959,6 rue des Stades,70100,ARC LES GRAY,6 rue des Stades 70100 ARC LES GRAY,70,D_70,Mission Locale du Bassin Graylois,missionslocales-bfc.fr/mission-locale-bassin-graylois/,milobassingraylois@milobfc.fr,03 84 64 88 38,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_346_,,5.591977,47.43045,2 rue de Lorraine,70100,GRAY,2 rue de Lorraine 70100 GRAY,70,D_70,MSAP Gray,,toiservices@ville-gray.fr,,,,M,Lieux de médiation publique,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_347_,,5.590306,47.45028,3  quai de l'Ecluse,70100,GRAY,3  quai de l'Ecluse 70100 GRAY,70,D_70,Salle Multimédi@ de Gray,,ntic.gray@wanadoo.fr,03 84 65 45 66,,,F-M-TL,Lieux de médiation et de fabrication-Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_348_,,6.428281,47.549418,144 rue de la prairie,70110,VILLERSEXEL,144 rue de la prairie 70110 VILLERSEXEL,70,D_70,Espace Public Numérique de la Communauté de Communes du Pays de Villersexel,http://www.cc-pays-villersexel.fr/user/pages/contenu_php/salle.php,epn.ccpv@orange.fr,06 72 31 39 47,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_349_,,6.432014,47.550792,Place du Général de Gaulle,70110,VILLERSEXEL,Place du Général de Gaulle 70110 VILLERSEXEL,70,D_70,MSAP Villersexel,,msap.villersexel@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_350_,,5.783542,47.625281,Mairie de Lavoncourt,70120,LAVONCOURT,Mairie de Lavoncourt 70120 LAVONCOURT,70,D_70,Amicale Cyber espace de Lavoncourt,,mairielavoncourt@wanadoo.fr,03 84 92 06 99,,,F-I-TL,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_351_,,5.785663,47.626564,12 rue du Tire Sachot,70120,LAVONCOURT,12 rue du Tire Sachot 70120 LAVONCOURT,70,D_70,MFS Val Fleuri,,aurelie.cias@orange.fr,03 84 76 58 44,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>-  / lundi après-midi: 13h30-18h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-18h<br>
</li><li>-  / mercredi après-midi: 13h30-16h30<br>
</li><li>- jeudi matin: 8h30-12h</li><li>-  / vendredi après-midi: 13h-18h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_352_,,5.946111,47.487598,21 grande rue,70130,FRETIGNEY-ET-VELLOREILLE,21 grande rue 70130 FRETIGNEY-ET-VELLOREILLE,70,D_70,MSAP Fretigney et Velloreille,,pvs.fretigney@gmail.com,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_353_,,5.559356,47.283404,Place des Tilleuls,70140,PESMES,Place des Tilleuls 70140 PESMES,70,D_70,MSAP Pesmes,,msap.pesmes@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_354_,,5.769657,47.289935,Place du Roi de Rome,70150,MARNAY,Place du Roi de Rome 70150 MARNAY,70,D_70,MSAP Marnay,,msap.marnay@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_355_,,6.102624,47.766402,1 rue du Général Leclerc,70160,FAVERNEY,1 rue du Général Leclerc 70160 FAVERNEY,70,D_70,MSAP Faverney - Terres de Saône,,m.burney@cctds.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_356_,,6.037433,47.692627,1  rue Pierre Bogé,70170,PORT SUR SAONE,1  rue Pierre Bogé 70170 PORT SUR SAONE,70,D_70,CFPPA-APP de Port sur Saône,,cfppa.vesoul@educagri.fr,03 84 96 85 24,,,O-TL,Lieux de formation-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_357_,,6.068798999999999,47.422404,Place du Souvenir Français,70190,RIOZ,Place du Souvenir Français 70190 RIOZ,70,D_70,MFS Pays des 7 Rivières,,msaprioz@gmail.com,,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_358_,,6.497351999999999,47.686457,17  esplanade Charles de Gaulle,70200,LURE,17  esplanade Charles de Gaulle 70200 LURE,70,D_70,Espace NetPublic CyberBase du Centre Social et Culturel de Lure,http://www.centre-social-lure.org/,centre.social.lure@wanadoo.fr,03 84 30 49 30,,,M-I-TL,Lieux de médiation publique-Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_359_,,6.424572,47.735178000000005,1 bis rue de l'Eglise,70200,QUERS,1 bis rue de l'Eglise 70200 QUERS,70,D_70,MFS de la Communauté de communes Triangle Vert,,david.yoder@cctv70.fr,03 84 94 78 95,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-18h30<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 14h-18h30<br>
</li><li>-  / mercredi après-midi: 16h30-18h30<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 14h-18h30<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-18h30<br>
</li><li>- samedi matin: 8h30-12h</li><li>- </li></ul>"
mednumBFC_TL_360_,,6.490451,47.686017,3 rue Parmentier,70200,LURE,3 rue Parmentier 70200 LURE,70,D_70,Mission Locale de Lure / Luxeuil-les-Bains / Champagney,missionslocales-bfc.fr/mission-locale-llc/,milolureluxeuilchampagney@milobfc.fr,03 84 89 00 33,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_361_,,6.425182,47.73554,2 rue de l'église,70200,QUERS,2 rue de l'église 70200 QUERS,70,D_70,Points Numériques Franches Communes,http://www.franches-communes.org/,franches.communes@wanadoo.fr,03 84 94 78 95,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_362_,,6.127047,47.884615000000004,Rue de la Cornée,70210,MELINCOURT,Rue de la Cornée 70210 MELINCOURT,70,D_70,Espace Public Les Belles Sources,,catherine.joubin@wanadoo.fr,06 71 58 10 80,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_363_,,6.411375,47.902285,familles rurale place de l'hotel de ville,70220,FOUGEROLLES,familles rurale place de l'hotel de ville 70220 FOUGEROLLES,70,D_70,Cyber Val.SE de Fougerolles,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_364_,,6.353297,47.661652000000004,Espace Public Numérique de Dampierre sur Linotte,70230,DAMPIERRE SUR LINOTTE,Espace Public Numérique de Dampierre sur Linotte 70230 DAMPIERRE SUR LINOTTE,70,D_70,Espace Public Numérique de Dampierre sur Linotte,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_365_,,6.345924,47.63562,Mairie de Noroy Le Bourg,70240,LIEVANS,Mairie de Noroy Le Bourg 70240 LIEVANS,70,D_70,Association animation jeunesse de Lievans,,animationjeunesse@wanadoo.fr,03 84 78 77 11,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_366_,,6.279902,47.695665999999996,Place du Grand Puits,70240,SAULX,Place du Grand Puits 70240 SAULX,70,D_70,MSAP Saulx,,msap.saulx@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_367_,,6.6330789999999995,47.708294,rue du Tram,70250,RONCHAMP,rue du Tram 70250 RONCHAMP,70,D_70,Cybercentre de Ronchamp - Médiathèque,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_368_,15/06/2020,6.637199000000001,47.69982,20b rue Paul Strauss,70250,RONCHAMP,20b rue Paul Strauss 70250 RONCHAMP,70,D_70,Fab Lab la Filature 2.0,http://www.lafilaturederonchamp.fr,numerique@lafilaturederonchamp.fr,03 39 21 21 42,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,<ul><li>- lundi matin: 9h-17h</li><li>- mardi matin: 9h-17h</li><li>- mercredi matin: 9h-17h</li><li>- jeudi matin: 9h-17h</li><li>- vendredi matin: 9h-17h</li><li>- </li><li>- </li></ul>
mednumBFC_TL_369_,,6.579,47.753452,11  Grande Rue,70270,MELISEY,11  Grande Rue 70270 MELISEY,70,D_70,Espace Public Numérique de la Communauté de communes de la Haute vallée de l'Ognon,,melisey.cchvo@wanadoo.fr,03 84 20 05 53,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_370_,,6.688703,47.70126,Médiathèque de Champagney  Grande rue,70290,CHAMPAGNEY,Médiathèque de Champagney  Grande rue 70290 CHAMPAGNEY,70,D_70,Cybercentre de Champagney,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_371_,,6.731319,47.717178000000004,Rue Louis Pergaud,70290,PLANCHER BAS,Rue Louis Pergaud 70290 PLANCHER BAS,70,D_70,Cybercentre de Plancher Bas - Médiathèque,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_372_,,6.6852990000000005,47.704803999999996,Place Charles de Gaulle,70290,CHAMPAGNEY,Place Charles de Gaulle 70290 CHAMPAGNEY,70,D_70,MFS Rahin et Chérimont - Champagney,,v.duban@ccrc70.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 12h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 12h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-16h30<br>
</li><li>- jeudi matin: 8h30-12h</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 12h30-16h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_373_,,6.3595120000000005,47.818898,rue salvador allende,70300,LUXEUIL LES BAINS,rue salvador allende 70300 LUXEUIL LES BAINS,70,D_70,Association Jeunes Espoirs de Luxeuil,,ajelluxeuil@wanadoo.fr,03 84 40 52 93,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_374_,,6.379386,47.819424,35 rue Carnot,70300,LUXEUIL LES BAINS,35 rue Carnot 70300 LUXEUIL LES BAINS,70,D_70,Bureau Information Jeunesse de Luxeuil les Bains,,bij.luxeuil@wanadoo.fr,03 84 40 12 28,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
