francilin_id,lieu_nom,contact_nom,adresse,code_postal,commune,horaires,telephone,e_mail,site_web,aide,accessibilite,label,SIRET,thematique_principale,services,source,id_source
185,Bibliotheque la Plaine,,1 Allee Pierre de Montreuil,94230,Cachan,"Mo 14:30-19:30; Tu-Fr 09:30-12:00,14:00-19:30; Sa 14:00-18:00",0149696010,scsplainedirection@gmail.com,www.agescc.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
186,Bibliotheque Lamartine,,4 Square Lamartine,94230,Cachan,"Tu,Fr 16:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-13:00",0149696115,,biblioyheque.ville-cachan.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
187,Bibliotheque Nelson Mandela,,26-34 avenue Maximilien Robespierre,94400,Vitry-sur-Seine,"Mo,Fr 14:00-19:00; Tu 12:00-19:00; We,Sa 10:00-12:30,14:00-18:00",0147185890,contact@bm-vitry94.fr,www;bm-vitry94.fr,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
188,Bibliothèque Centrale,,,,Cachan,,,,,1,,,,3,,CD94,
189,Bibliotheque de Quartier du Chaperon Vert,,Place Marcel Cachin,94250,Gentilly,"We 10:00-13:00,16:00-18:30; Fr 16:00-18:30; Sa 10:00-13:00",0149121901,,,"1,2",,,,3,"332,333,334,335,336,337,203,204,205,208,209,212,214,724",CD94,
190,Bibliothèque la Plaine,,,,Cachan,,,,,1,,,,3,,CD94,
191,Bibliothèque Lamartine,,,,Cachan,,,,,1,,,,3,,CD94,
192,Bij Bureau Info Jeunesse 16-25 Ans,,6 rue de l'eglise,94350,Villiers-sur-Marne,"Mo-Fr 10:00-12:00,14:00-18:00",0149413866,information.jeunesse@mairie-villiers94.com,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
193,Bureau Info Jeunesse Centre Andre Dassibat,,7 rue Francois Mauriac,94000,Créteil,"Mo-Fr 09:30-12:30,13:30-18:00",0142077655,,,"1,2",,,,3,"332,333,334,335,336,337",CD94,
194,Bureau Info Jeunesse 11 - 25 Ans,,6 bis avenue de la Republique,94700,Maisons-Alfort,"Mo 14:00-19:00; Tu-Fr 09:00-12:30,14:00-18:00",0149778038,info.j@bij-maisons-alfort.com,www.bij-maisons-alfort.com,"1,2",,,,1,"110,111,112,113,114,115",CD94,
195,Centre Administratif,,7 avenue Adrien Raynal,94310,Orly,"Mo,Fr 08:45-12:30; Th 14:00-17:30; Sa 08:45-11:45",0148902000,guichetunique@mairie-orly.fr,www.mediatheque.mairie-orly.fr,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
196,Centre d'animation,,,,Le Kremlin-Bicêtre,,,,,1,,,,3,,CD94,
197,Centre Social Balzac,,7 rue Olympe de Gouges,94400,Vitry-sur-Seine,Tu 14:00-17:00,0146810036,csbalzac-vitry@wanadoo.fr,balzac-vitry.centres-sociaux.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
198,Centre Social des Portes du Midi,,13 rue Constant Coquelin,94400,Vitry-sur-Seine,"Mo-Fr 09:30-12:30,14:00-17:30; We 14:00-17:30",0146803296,gonzalo.guzman@oaronge.fr,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
199,Centre Social Espace Les Monis ( Association ),,6 avenue de la Commune de Paris,94400,Vitry-sur-Seine,Mo-Fr 09:30-18:00,0146802193,asso@espacelesmonis.fr,www.espacelesmonis.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
200,Centre Social Germaine Tillon,,27 avenue Charles Gide,94270,Le Kremlin-Bicêtre,Mo 14:00-16:00; We 17:00-18:30; Th 10:00-12:00; Fr 13:30-17:30,0145152390,ivignacourt@ville-kremlin-bicetre.fr,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
201,Centre Social Inter G des Larris,,15 bis rue Jean Mace,94120,Fontenay-sous-Bois,"Mo,Sa 13:30-18:00; Tu-Fr 10:00-12:00,13:30-19:00; Th off",0149747777,cyberchalet@fontenay-sous-bois.fr,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
202,Centre Social Rond d'or,,16-19 place de la Fraternite,94370,Sucy-en-Brie,"Mo 13:30-18:30; Tu-Fr 08:30-12:00,13:30-18:30",0156741010,maison-rondor@ville-sucy.fr,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
203,Centre Social Lamartine,,4 Square Lamartine,94230,Cachan,"Mo-Fr 10:00-12:00,14:00-22:00; Tu 14:00-22:00; Sa 09:00-17:00",0149696110,scslamartinedirection@gmail.com,www.agaescc.fr,"1,2",,,,2,"110111112113114115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
204,Centre Social Municipal Espace l'angevin,,31-33 rue Albert 1er,94600,Choisy-le-Roi,"Tu,Th 18:00-20:00",0148526349,accueil.espace-langevin@choisyleroi.fr,www.choisyleroi.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
205,Centre Socio Culturel Avara,,2 Allee du Colonel Riviere,94260,Fresnes,Mo-Sa 09:30-21:00,0143509309,,scs-avara.com,1,,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
206,Centre Socio Culturel Kennedy,,36 boulevard Jhon Ftzgerald Kennedy,94000,Créteil,"Mo-Fr 09:00-12:45,14:00-19:00",0143775299,,,1,,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
207,Centre Socio Culturel la Lutece,,1 rue Charles Gounod,94460,Valenton,"Mo-Fr 09:00-12:00,14:00-18:00",0143868326,,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
208,Centre Socio Culturel la Plaine,,1 Allee Pierre de Montreuil,94230,Cachan,"Mo 14:30-19:00; Tu-Fr 10:30-12:00,14:00-19:00",0149696010,scsplainedirection@gmail.com,www.agaescc.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
209,Centre Socio Culturel le Forum,,59 avenue du Docteur Calmette,94290,Villeneuve-le-Roi,,0145977920,forum.villeneuve@ville-villeneuve-le-roi.fr,www.villeneuve-le-roi.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
210,Centre Socio Culturel Madeleine Reberioux,,27 avenue Francois Mitterand,94000,Créteil,"Tu 10:30-12:30; We 10:30-12:30,14:00-16:30; Th 16:30-18:30; Sa 10:30-12:30,14:00-17:00",0141941815,contact@mjccreteil.com,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
211,Centre Socio Culturel Maison Couste,,19 rue Cousté,94230,Cachan,"We 10:00-12:00,14:00-17:00",0145466715,,www.agaescc.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
212,Centre Socioculturel la Plaine,,,,Cachan,,,,,"1,2",,,,3,,CD94,
213,Centre Socioculturel Lamartine,,,,Cachan,,,,,1,,,,3,,CD94,
214,Centre Socioculturel Lamartine,,,,Cachan,,,,,1,,,,3,,CD94,
215,Centre Socioculturel Madeleine Rebérioux,,,,Créteil,,,,,1,,,,3,,CD94,
216,Centre Socioculturel Maison Cousté,,,,Cachan,,,,,1,,,,3,,CD94,
217,Cite des Metiers,,14 rue Waldeck Rousseau,94600,Choisy-le-Roi,"Mo 09:30-12:00,13:00-17:00; Tu-Fr 13:00-17:30",0148924900,,,"1,2",,,,8,"110,111,112,113,114,115,801,802,805,806,811,814",CD94,
218,Cllaj 18 - 30 Ans,,6-12 avenue du President Wilson,94230,Cachan,"Tu 09:30-12:00; Th 09:30-12:30,14:00-17:00",0145465139,accueil@cllajvdb.fr,,"1,2",,,,1,"110,111,112,113,114,115,203,204,205,208,209,212,214",CD94,
219,Club Micronet Vincennes,,16 rue Charles Pathé,94300,Vincennes,,0143749273,,,1,,,,3,,CD94,
220,Cs Germaine Tillion,,,,Le Kremlin-Bicêtre,,,,,1,,,,3,,CD94,
221,Csc Kennedy,,,,Créteil,,,,,1,,,,3,,CD94,
222,Cyber Espace,,15 rue du President Wilson,94250,Gentilly,Tu 14:00-18:00; We-Fr 13:00-18:00; Sa 09:30-12:00,0145366682,cyberespace@ville-gentilly.fr,ville.gentilly.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,601,604,605,606",CD94,
223,Cyber Espace du Colombier,,4 rue du General Leclerc,94520,Mandres-les-Roses,Tu 14:30-16:30; Th 14:00-16:00; Fr 10:00-12:00,0608437059,cybermandres@gmail.com,cybermandres.blog4ever.com,1,,,,5,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,601,604,605,606",CD94,
224,Direction de l'emploi et de l'economie Espace Toffoli,,12 rue du Cadran,94220,Charenton-le-Pont,Mo-Fr 09:00-12:00,0146765000,eco@charenton.fr,www.charenton.fr,"1,2",,,,1,"110,111,112,113,114,115,",CD94,
225,Ecrire Ensemble (Asso),,,,Cachan,,,,,1,,,,3,,CD94,
226,Emmaüs Connect Mont Mesly,,,,Créteil,,,,,1,,,,3,,CD94,
227,Espace Emploi l'escale,,2 boulevard Friedberg,94350,Villiers-sur-Marne,"Mo-Fr 08:30-12:00,13:30-17:00",0149414150,,,"1,2",,,,1,"110,111,112,113,114,115,",CD94,
228,Espace Emploi,,3 rue Felix Faure,94360,Bry-sur-Marne,Mo-Fr 09:00-12:00,0145166840,emploi@bry94.fr,,"1,2",,,,1,"110,111,112,113,114,115,",CD94,
229,Espace Insertion,,12 rue Dalayrac,94120,Fontenay-sous-Bois,"Mo-Th 09:00-12:00,14:00-17:00; We,Fr 09:00-12:00",0145140780,esp-insertion.fontenay@valdemarne.fr,,"1,2",,,,1,"110,111,112,113,114,115,203,204,205,208,209,212,214,",CD94,
230,Espace Emploi,,55 rue du Marechal Leclerc,94410,Saint-Maurice,Mo-Fr 09:00-12:00; We off,0145188068,emploi@ville-saint-maurice.fr,,"1,2",,,,1,"110,111,112,113,114,115,203,204,205,208,209,212,214,",CD94,
231,Espace Famille le Manoir,,9 rue de l'eglise,94440,Villecresnes,"Mo-Fr 08:30-12:00,13:30-17:00",0145103925,espacefamille@villecresnes.fr,,"1,2",,,,6,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,601,604,605,606",CD94,
232,Espace Numerique - Médiathèque Coeur de Ville,,98 rue de Fontenay,94300,Vincennes,,0143986750,,,1,,,,3,,CD94,
233,Espace Public Internet Gagarine,,7 rue Trillot,94200,Ivry-sur-Seine,"Tu,Th 14:00-18:00; We 10:00-12:00,14:00-17:00; Fr 10:00-12:00,14:00-16:45",0172046321,epi.gagarine@ivry94.fr,,"1,2",,,,7,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,703,704,705,709,712,714,715,722",CD94,
234,Espace Public Internet Jean Jacques Rousseau,,46 rue Jean Jacques Rousseau,94200,Ivry-sur-Seine,"Mo-We 10:00-12:00,14:00-18:00; Fr 10:00-12:00,14:00-17:00",0149609011,epi.jjrousseau@ivry94.fr,,"1,2",,,,7,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,703,704,705,709,712,714,715,722",CD94,
235,Espace Public Internet Monmousseau,,17 rue Gaston Monmousseau,94200,Ivry-sur-Seine,"Tu,Th 14:00-18:00; We,Fr 10:00-12:00,14:00-18:00",0172046654,epi.monmousseau@ivry94.fr,,"1,2",,,,7,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,703,704,705,709,712,714,715,722",CD94,
236,Espace Public Internet Pierre et Marie Curie,,44 rue Jean le Galleu,94200,Ivry-sur-Seine,"Mo-We 10:00-12:00,14:00-18:00; Th 14:00-18:00",0172046408,epi.pmc@ivry94.fr,,"1,2",,,,7,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,703,704,705,709,712,714,715,722",CD94,
237,Foyer-Soleil des Bordières,,,,Créteil,,,,,1,,,,3,,CD94,
238,Ici Association,,13 rue de l'Avenir,94270,Le Kremlin-Bicêtre,"Mo-Fr 09:30-12:00,14:00-17:00",0952694722,equipe@associationici.fr,https://associationici.fr/,"1,2",,,,3,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,801,802,805,806,811,814",CD94,
239,Ici (Asso),,,,Créteil,,,,,1,,,,3,,CD94,
240,Impact Formation,,171 rue Veron,94140,Alfortville,Mo-Fr 08:30-17:30,0143768815,,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
241,Innovam Mission Locale 16 -25 Ans,,1 rue de la Gare,94230,Cachan,"Mo-Fr 09:00-12:30,14:00-17:30",0141986500,,www.missionlocale-imovan.fr,"1,2",,,,1,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408",CD94,
242,Interval Espace Multimedia,,2place Charles Digeon,94160,Saint-Mandé,Tu-Sa 14:30-15:30; Th 10:30-11:30,0148082739,interval@mairie-saint-mande.fr,,"1,2",,,,7,"110,111,112,113,114,115,332,333,334,335,336,337,401,404,407,408,502,505,509,517,518,520,525,703,704,705,709,712,714,715,722",CD94,
243,L'espace Internet de Vincennes,,26 rue de l'église,94300,Vincennes,,0177220008,,,1,,,,3,,CD94,
244,La Mine,,74 avenue de la Convention,94110,Arcueil,We-Sa 11:00-18:30,0769617320,www.ressourcerie-la-mine.com,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408",CD94,
245,Mairie,,Place Roland Nungesser,94130,Nogent-Sur-Marne,"Mo-Fr 08:30-12:00,13:00-17:00; Sa 08:30-12:00",0143246200,communication@ville-nogentsurmarne.fr,,1,,,,2,"203,204,205,208,209,212,214",CD94,
246,Mairie,,53 bis rue de Fontenay,94300,Vincennes,"Mo-Fr 08:30-12:30,13:30-17:00",0143986500,,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
247,Mairie,,Place de la Liberation,94170,Le Perreux-sur-Marne,"Mo-Fr 08:30-12:30,13:30-17:30; Sa 09:00-12:00",0148715353,,,1,,,,2,"203,204,205,208,209,212,214",CD94,
248,Mairie,,36 avenue Ardouin,94420,Le Plessis-Trévise,"Mo-Fr 08:30-12:300,13:30-17:30",0149622525,cantact@leplessistrevise.fr,www.leplessistresise.fr,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
249,Mairie,,Place de l'hotel de Ville,94880,Noiseau,"Mo 14:00-17:30; Tu-Fr 09:00-12:30,14:00-17:30; Sa 09:00-12:30",0156741570,mairie@noiseau.fr,www.mairie-noiseau.fr,1,,,,2,"203,204,205,208,209,212,214",CD94,
250,Mairie,,Rue de l’Hotel de Ville,94350,Villiers-sur-Marne,"Mo-Fr 08:30-12:00,13:30-17:00; Sa 08:45-11:45",0149413100,,www.villiers94.fr,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
251,Mairie,,2 avenue Georges Pompidou,94370,Sucy-en-Brie,"Mo-Fr 08:30-12:00,13:30-17:30",0149822450,servicecommunication@ville-sucy.fr,www.ville-sucy.fr,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
252,Mairie,,Place du General de Gaulle,94440,Villecresnes,"Mo-Fr 08:30-12:00,14:00-17:00; We 08:30-12:00",0156323232,,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
253,Mairie,,41 rue Jean Jaures,94240,L'Haÿ-les-Roses,"Mo-Fr 08:30-12:00,13:30-18:00; Sa 09:00-12:00",0146153333,accueil.mairie@ville-lhay94.fr,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
254,Mairie,,Square de la Liberation,94230,Cachan,"Mo-Fr 08:15-12:00,13:30-17:15; Sa 08:45-12:30",0149696969,,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
255,Mairie,,1 place Jean Jaures,94270,Le Kremlin-Bicêtre,"Mo-Fr 08:30-12:30,14:00-18:00; Sa 08:30-12:00",0145155555,contact@ville-kremlin-bicetre.fr,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
256,Mairie,,Place Charles de Gaulle,94440,Villecresnes,"Mo-Th 09:00-12:00,13:30-18:00; We off; Fr,Sa 09:00-12:00",0145103838,cabinet-mairie@mairie-marolles.fr,www.mairie-marolles.fr,1,,,,2,"203,204,205,208,209,212,214",CD94,
257,Mairie,,Place Gabriel Peri,94600,Choisy-le-Roi,"Mo-Fr 08:30-11:45,13:30-17:30",0148924444,courrier@choisyleroi.fr,,1,,,,2,"203,204,205,208,209,212,214",CD94,
258,Maison de l'emploi et de l'entreprise,,11-12 place de la Fraternite,94370,Sucy-en-Brie,"Mo-Fr 08:30-12:00,13:30-17:30; Th 13:30-17:30",0149820300,maison-emploi@ville-sucy.fr,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214",CD94,
259,Maison de la Famille Espace Germaine Poinsot Chapuis,,12 avenue de l'eden,94420,Le Plessis-Trévise,We-Fr 09:30-11:00,0149622526,maisondelafamille@leplessistrevise.fr,www.leplessistrevise.fr,"1,2,3",,,,2,"203,204,205,208,209,212,214",CD94,
260,Maison des Associations,,14 place du Clos de Pacy,94370,Sucy-en-Brie,"Mo-Fr 09:00-12:00,13:30-17:00",0156316135,j.belechheb@ville.sucy.fr,,"1,2",,,,2,"203,204,205,208,209,212,214",CD94,
261,Maison des Initiatives de l'insertion et de l'emploi,,7 rue Paul Bert,94800,Villejuif,"Mo,We 09:30-12:00,13:30-17:30; Tu 09:30-12:00",0142111213,,,"1,2",,,,1,"110,111,112,113,114,115,203,204,205,208,209,212,214",CD94,
262,Maison des Solidarites,,120 rue Marius Sidobre,94110,Arcueil,"Tu 10:00-14:00; We 09:00-12:00,14:00-17:00; Th 14:00-20:00; Fr 14:00-17:00; Sa 10:00-13:00",0141242810,www.lamaison.asso.fr,,"1,2",,,,1,"110,111,112,113,114,115,203,204,205,208,209,212,214",CD94,
263,Maison du Citoyen et de la Vie Associative,,"16 rue du Reverend Père
Lucien Aubry",94120,Fontenay-sous-Bois,"Mo-Fr 09:00-12:00,15:00-19:00; Sa 09:30-12:30,14:30-18:30",0149747690,mdcva@fontenay-sous-bois.fr,www.fontenay-sous-bois.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214",CD94,
264,Maison Pour Tous,,1 rue du Marechal Juin,94700,Maisons-Alfort,"Mo,Th 10:00-12:00,14:00-16:30; We 10:00-12:00,14:00-18:00; Fr 10:00-15:30",0145183990,,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,",CD94,
265,Maison Pour Tous,,59 rue de la Liberte,94700,Maisons-Alfort,"Tu-Fr 10:00-12:30,14:00-18:30; Sa 14:00-18:30",0141790830,maisonpourtousalfort@gmail.com,,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,",CD94,
266,Maison Pour Tous,,12 rue Georges Gaume,94700,Maisons-Alfort,"Mo-Th 10:00-12:30,14:00-18:30; We 09:00-12:30,14:00-19:00; Fr 14:00-17:15",0141791965,maisonpourtousalfort@gmail.com,www.omc-maisons-alfort.asso.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,",CD94,
267,Maison Pour Tous,,23 rue de Bearn,94550,Chevilly-Larue,"Mo 18:30-20:30; We,Fr 09:00-12:30,13:30-18:30",0146759322,contct@mpt-chevillylarue.fr,mpt-chevillylarue.fr,"1,2",,,,2,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,",CD94,
268,Maison Pour Tous (Mpt) Jean Ferrat,,,,Créteil,,,,,1,,,,3,,CD94,
269,Media Ludotheque du Palais,,43 bis Allee Parmentier,94000,Créteil,"We,Sa 13:00-18:00; Fr 15:00-19:00",0142075854,,,"1,2",,,,3,"110,111,112,113,114,115,203,204,205,208,209,212,214,332,333,334,335,336,337,401,404,407,408,",CD94,
270,Médiathèque,,3 avenue de Liege,94160,Saint-Mandé,"Tu,Fr 14:00-19:00; We,Sa 10:00-18:00",0149577844,accueil.mediatheque@mairie-saint-mande.fr,www.mediatheque.mairie-saint-mande.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
271,Médiathèque,,70 bis avenue Ledru Rollin,94170,Le Perreux-sur-Marne,"Tu 15:00-19:00; We,Sa 10:00-18:00; Fr 10:00-12:00,15:00-19:00",0148713857,mediatheque@leperreux94.fr,www.leperreux94.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
272,Médiathèque,,53 avenue de Fontainebleau (Centre Commercial Okabe),94270,Le Kremlin-Bicêtre,"Tu-Fr 12:00-19:00; We,Sa 10:00-19:00",0149601525,,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
273,Médiathèque,,152 avenue Danielle Casanova,94200,Ivry-sur-Seine,"Tu,Fr 14:00-20:00; We,Sa 10:00-18:00",0156202530,mediatheque@ivry94.fr,mediatheque.ivry94.fr,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
274,Médiathèque,,Rue Chevre d'autreville,94320,Thiais,"Tu,Fr 14:00-18:00; We 09:00-18:00; Th 09:00-12:00,14:00-18:00; Sa 10:00-12:00,14:00-18:00",0148924271,media.bibliotheque@ville-thiais.com,mediatheque-thiais.dnsalias.net,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
275,Médiathèque,,27 Quater avenue de la Sabliere,94450,Limeil-Brévannes,"Tu,Fr 14:00-18:30; We,Sa 10:00-18:00",0141943230,mediatheque.limeil-brevannes@gpsea.fr,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
276,Médiathèque,,1 rue Maurice Berthaux,94370,Sucy-en-Brie,"Tu,Fr 14:00-18:00; We,Sa 09:00-18:00",0141941830,mediatheque.sucy@gpsea.fr,www.ville-sucy.fr,1,,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
277,Médiathèque,,3 rue de la Division Leclerc,94250,Gentilly,"Tu,Fr 13:00-18:00; We 10:00-18:00; Sa 10:00-13:00,14:00-18:00",0141242148,mediatheque .numerique@ville-gentilly.fr,mediatheque.gentilly.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
278,Médiathèque Andre Helle,,Place du Forum,94470,Boissy-Saint-Léger,"Tu-Fr 16:00-18:00; We 10:00-17:00; Sa 10:00-12:00,14:00-17:00",0145102677,mediatheque.boissy@gpsea.fr,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
279,Médiathèque Andre Malraux,,4 rue Albert Camus,94700,Maisons-Alfort,"Tu-Fr 14:00-19:30; We,Sa 09:30-17:00",0143763077,,,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
280,Médiathèque Aragon,,17 rue Pierre Mendes France,94600,Choisy-le-Roi,"Tu,Fr 10:00-19:00; We,Sa 10:00-18:00; Th 12:00-19:00",0175376070,mediatheques@choisyleroi.fr,mediatheque.choisyleroi.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
281,Médiathèque Boris Vian,,25 avenue du President Franklin Roosevelt,94550,Chevilly-Larue,"Tu,Th 15:00-20:00; We,Sa 10:00-18:00; Fr 15:00-18:00",0145601990,mediathequechevilly.cyber-base.org,mediatheque.ville-chevilly-larue.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
282,Médiathèque Centre Culturel Aragon Triolet,,1 place Gaston Viens,94310,Orly,"Tu,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Sa 10:00-17:00",0148902424,,www.centre-culturel-orly.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
283,Médiathèque Cœur de Ville,,98 rue de Fontenay,94300,Vincennes,"Tu 10:30-12:30,16:00-19:00; We,Sa 15:00-18:00; Fr 16:00-19:00",0143986750,,www.biblio.vincennes.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
284,Médiathèque Croix des Meches,,Rue Charpy,94000,Créteil,"Tu,Fr 14:00-18:00; We,Sa 10:00-18:00",0141943166,mediatheque.creteil.meches@gpsea.fr,mediatheque.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
285,Médiathèque de Bercy,,7 - 9 rue du Nouveau Bercy,94220,Charenton-le-Pont,"Tu 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",0146766500,,http://mediatheques.charentonlepont.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
286,Médiathèque des Bleuets,,1 place des Bouleaux,94000,Créteil,"Tu,Fr 14:00-18:00; We 10:00-18:00",0141943093,mediatheque.creteil.bleuets@gpsea.fr,mediatheque.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
287,Médiathèque des Gondoles,,1 avenue d'alfortville,94600,Choisy-le-Roi,"Tu 15:00-18:00; We,Sa 10:00-12:00,13:30-18:00; Fr 10:00-12:00,15:00-18:00",0148906680,cvaissie@ville-choisy-le-roi.fr,mediatheque.choisyleroi.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
288,Médiathèque des Quais,,36 Quai des Carrieres,94220,Charenton-le-Pont,"Tu,Th 14:00-18:00; We,Sa 10:00-18:00; Fr 14:00-19:00",0146766922,,http://mediatheques.charentonlepont.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
289,Médiathèque du Pole Culturel,,82 rue Marcel Bourdarias,94140,Alfortville,"Tu,Fr 12:00-19:00; We,Sa 10:00-18:00",0143751001,mediatheque.alfortville-poleculturel@gpsea.fr,mediatheques.sudestavenir.fr,"1,2",,,,7,"332,333,334,335,336,337,401,404,407,408,703,704,705,709,712,714,715,722",CD94,
