"ID Exporter les données","Exporter les données","Horodateur","Nom SP","Statut","EPN","Nature","Ouverture","Mail SP","Adresse SP","CP","Commune","Tél SP","Site SP","Accès équipement","Type équipement","Fixe mobile équipement","Lieu mobilité équipement","Conditions accès équipement","Coût accès équipement","Horaires équipement","Médnum","Compétences médnum","Fixe mobile médnum","Lieu mobilité médnum","Conditions accès médnum","Accompagnement médnum","Coût accès médnum","Fréquence médnum","Horaires médnum","Démarches","Démarches spécifiques","Type démarches","Fixe mobile démarches","Lieu mobilité démarches","Conditions accès démarches","Accompagnement démarches","Coût accès démarches","Fréquence démarches","Horaires démarches","Stockage","Coût stockage","vente matériel","typé vente matériel","connaissance aptic","intéréssée aptic","connaissance picto","intéréssée picto","Publics spécifiques","Publics","Territoire","Quel territoire","PMR","Transports en commun","Collaboration","Autres structures partenaires","Autres offres","chéques APTIC","LIEN PICTO aptic","LIEN PICTO ACCES","PICTO","Latitude","Longitude"
"1101","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","3ème vendredi matin du mois","a.humbert@cctso.fr","","02110","Ribeauville","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,042681","3,584299"
"1103","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","3ème lundi après-midi du mois","a.humbert@cctso.fr","","02510","Hannapes","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,966265","3,61594"
"1105","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","3ème mardi après-midi du mois","a.humbert@cctso.fr","","02120","Chigny","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,94262","3,762375"
"1107","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","3ème jeudi après-midi du mois","a.humbert@cctso.fr","1 Rue Fosses","02120","Bernot","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,869169","3,504431"
"1109","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","3ème vendredi après-midi du mois","a.humbert@cctso.fr","","02110","SAINT-MARTIN-RIVIERE","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","50,043227","3,53974"
"1111","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème lundi matin du mois","a.humbert@cctso.fr","","02120","Monceau-sur-Oise","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,901682","3,688928"
"1113","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème mardi matin du mois","a.humbert@cctso.fr","","02120","Proix","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,898577","3,565122"
"1115","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème jeudi matin du mois","a.humbert@cctso.fr","","02120","Lesquielles-Saint-Germain","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,930563","3,620653"
"1117","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème vendredi matin du mois","a.humbert@cctso.fr","","02120","Proisy","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,898032","3,740516"
"1119","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème lundi après-midi du mois","a.humbert@cctso.fr","","02120","Macquigny","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,884441","3,552458"
"1121","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème mardi après-midi du mois","a.humbert@cctso.fr","469 R Sadi Carnot","02120","Guise","03 23 61 12 17","https://www.cctso.fr/information/service-public-itinerant/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","Communes de La Communauté de Communes Thiérache Sambre & Oise","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,904426","3,628244"
"1123","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème jeudi après-midi du mois","a.humbert@cctso.fr","","02120","Tupigny","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,956199","3,602904"
"1125","Communauté de Communes Thiérache Sambre & Oise","2018","Communauté de Communes Thiérache Sambre & Oise","Public","Non","Administration - Collectivité territoriale","4ème vendredi après-midi du mois","a.humbert@cctso.fr","","02120","Romery","03 23 61 12 17","https://www.cctso.fr/","Oui","Matériel numérique et d’un accès internet.","Dans un lieu d'accueil mobile","","Accès libre","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","Oui","","Dans un lieu d'accueil mobile","","","Individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Oui","","Accès libre avec accompagnement personnalisé sur demande","Dans un lieu d'accueil fixe","","","individuel","Gratuit","Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.","","Non","","Non","","","","","","","Tout public","","","PMR, visuels, auditifs","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto123.png","49,898395","3,730283"
"1127","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi au vendredi : 9h-12h/14h-17h, samedi : 9h-12h","msap.solre-le-chateau@laposte.fr","19 Grand Rue","59740","Solre-le-Château","03 27 56 10 72","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,174612","4,089388"
"1128","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi, mercredi, jeudi et vendredi : 9h-11h/14h-17h, mardi :9h-11h/14h-17h, samedi : 9h-12h","msap.mortagne-du-nord@laposte.fr","43, rue de la poste","59158","Mortagne-du-Nord","","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,503337","3,451275"
"1129","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi et jeudi : 14h-17h, mardi : 9h-12h/14h30-17h, mercredi  et vendredi : 9h-12h/14h-17h, samedi : 9h-12h","msap.bachy@laposte.fr","413 route nationale","59830","Bachy","03 20 79 63 00","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,528043","3,278835"
"1130","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","mardi au vendredi : 9h-12h/14h-17h, samedi : 9h-12h","msap.lannoy@laposte.fr","25 rue Nationale","59390","Lannoy","03 28 33 54 10","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,666306","3,208932"
"1131","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi, mardi, mercredi et vendredi : 9h-12h/13h30-16h30, jeudi : 9h-11h30/14h30-16h30, samedi : 9h-12h","msap.cassel@laposte.fr","16, rue de Bergues","59670","Cassel","","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,800265","2,487835"
"1132","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi au vendredi : 9h-12h/13h30-16h, samedi : 9h-12h","msap.renescure@laposte.fr","4, rue du Général Donet","59173","Renescure","03 28 43 83 51","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,727691","2,368439"
"1133","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi, mercredi, jeudi et vendredi : 9h-12h/14h-17h, mardi et samedi : 9h-12h","msap.fournes-en-weppes@laposte.fr","1170 rue Faidherbe","59134","Fournes-en-Weppe","","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,584133","2,888624"
"1134","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi : 13h30-16h30, mardi, jeudi et samedi : 9h-12h, mercredi et vendredi : 9h-12h/13h30-16h30","msap.coutiches@laposte.fr","1293 Route Nationale","59310","Coutiches","03 20 41 52 80","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,452838","3,201316"
"1135","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi, mardi , mercredi et vendredi : 8h30-12h/14h-16h30, jeudi : 8h30-12h, samedi : 9h-12h","msap.fechain@laposte.fr","Rue Louis Chantreau","59247","Féchain","03 27 94 56 65","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,265983","3,214679"
"1136","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi et mercredi : 14h-16h30, mardi, jeudi et vendredi : 9h-12h/14h-16h30, samedi : 9h-12h","msap.gouzeaucourt@laposte.fr","Place de la mairie","59231","Gouzeaucourt","","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,055001","3,123985"
"1137","La Poste","2018","La Poste","Privé","Non","Maison de Service au Public (MSAP)","lundi : 8h30-12h/14h-18h, mardi au vendredi : 8h30-12h/14h-17h30","msap.anor@laposte.fr","5 et 5bis Léon Lagrange","59186","Anor","03 27 59 51 11","","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","49,99155","4,101899"
