latitude;longitude;altitude;geometry;MATRICULE;DEPARTEMENT;lib_france_services;ADRESSE;COMPLEMENT.D.ADRESSE;insee_com;code_postal;lib_com;COMMUNE;LATITUDE;LONGITUDE;CONTACT.MAIL;TELEPHONE;h_lundi;h_mardi;h_mercredi;h_jeudi;h_vendredi;h_samedi;Commentaire.horaires;ITINERANCE;FORMAT_FS;X._groupe;Groupe;Goupe_France_Services_responsable;Goupe_Antennes;Labellisation;categorie
48.07161;2.435226;;Point;261;45;Beaune la Rolande;3 bis Rue des Déportés;;45030;45340;Beaune-la-Rolande;BEAUNE LA ROLANDE;48.07161;2.435226;franceservices.beaunois@pithiveraisgatinais.fr;02 38 33 92 68 ;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.44622;1.439927;;Point;262;46;Communauté d'agglomération Grand Cahors;72 rue du Président Wilson ;Hôtel Wilson;46042;46000;Cahors;CAHORS;44.44622;1.439927;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;Oui;Espace labellisé;;;;;Espace labellisé 01/2020;FS itinerante
44.78526;1.900465;;Point;263;46;Association Ségala Limargue;81 Rue Principale ;Pôle Multiculturel Communautaire ;46170;46120;Leyme;LEYME;44.78526;1.900465;association.segala.limargue@wanadoo.fr;05 65 38 98 17;13:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 12:00 / 14:00 - 19:00;13:00 - 16:00;-;;;Espace labellisé;21;Association Ségala Limargue;263;670;Espace labellisé 01/2020;FS
44.48475;1.843145;;Point;265;46;Cajarc;40 Boulevard du Tour de Ville ;;46045;46160;Cajarc;CAJARC;44.48475;1.843145;accueil@cajarc.fr;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.64746;1.567651;;Point;266;46;Communauté de communes du Causse de Labastide-Murat;8 Grande Rue du Causse ;;46138;46240;Cœur de Causse;LABASTIDE MURAT;44.64746;1.567651;msap@cc-labastide-murat.fr;05 65 20 08 50;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.67727;0.182852;;Point;268;47;Duras;14, boulevard Jean Brisseau;;47086;47120;Duras;DURAS;44.67727;0.182852;ppms.duras@wanadoo.fr;05 53 20 38 38;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.11275;0.530547;;Point;269;47;La plume ;Place du Foirail;Bureau de Poste;47137;47310;Laplume;LAPLUME;44.11275;0.530547;france-services.laplume@laposte.fr;05 53 87 87 93;-;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.13701;0.338267;;Point;270;47;Nérac;10 place Aristide Briand ;Centre Haussmann;47195;47600;Nérac;NERAC;44.13701;0.338267;msap@albretcommunaute.fr;05 53 97 43 89;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00;-;;Oui;Espace labellisé;;;;;Espace labellisé 01/2020;FS itinerante
44.55329;3.2918;;Point;271;48;Marvejols;6 Rue Victor Cordesse ;;48092;48100;Marvejols;MARVEJOLS;44.55329;3.2918;msap@cc-gevaudan.fr;04 66 44 03 78;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.79633;3.27632;;Point;272;48;Saint-Chély d’Apcher;Rue de l'ancien hôpital;;48140;48200;Saint-Chély-d'Apcher;ST CHELY D APCHER;44.79633;3.27632;msap@stchelydapcher.fr;04 66 32 71 41;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.72571;3.857039;;Point;274;48;Langogne;1 Quai du Langouyrou ;;48080;48300;Langogne;LANGOGNE;44.72571;3.857039;maisonemploi.langogne@orange.fr;04 66 46 80 75;8:30 - 12:00 / 13:30 - 16:30;8:45 - 12:00 / 13:45 - 16:45;8:45 - 12:00 / 13:45 - 16:45;8:45 - 12:00 / 13:45 - 16:45;8:45 - 12:00 / 13:45 - 16:45;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.21691;-0.72768;;Point;275;49;Chemillé-en-Anjou;5 Rue de la Gabardière Chemillé;;49092;49120;Chemillé-en-Anjou;CHEMILLE EN ANJOU;47.21691;-0.72768;franceservices@centresocial-chemille.asso.fr;02 41 30 50 55;14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;Sur RDV : 9:00 - 12:00;14:30 - 18:30;9:00 - 12:00 (semaines impaires) / 14:00 - 18:00;Semaines paires : 9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.40696;-0.75778;;Point;276;49;Loire Layon - St Georges;5, rue de Savennières;;49283;49170;Saint-Georges-sur-Loire;ST GEORGES SUR LOIRE;47.40696;-0.75778;msaploirelayon@csi-latelier.fr;02 41 39 17 11;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
47.12787;-0.14376;;Point;277;49;Montreuil-Bellay;139 Rue d'Anjou;;49215;49260;Montreuil-Bellay;MONTREUIL BELLAY;47.12787;-0.14376;direction.csc49@gmail.com;02 41 52 38 99;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.35206;-0.76181;;Point;278;49;Loire Layon - Chalonnes;4 Rue des Poilus;;49063;49290;Chalonnes-sur-Loire;CHALONNES SUR LOIRE;47.35206;-0.76181;franceservices@chalonnes-sur-loire.fr;02 41 74 10 82;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.68072;-0.49429;;Point;279;49;Vallée du Haut Anjou;2 Rue des Fontaines;;49080;49330;Les Hauts-d'Anjou;LES HAUTS D ANJOU;47.68072;-0.49429;msap@valleesduhautanjou.fr;02 41 24 10 66;9:00 - 12:15 / 14:00 - 17:00;9:00 - 12:15 / 14:00 - 17:00;9:00 - 12:15 / 14:00 - 17:00;9:00 - 12:15 / 14:00 - 17:00;9:00 - 12:15 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.33922;-1.2066;;Point;280;49;Orée d’Anjou;20 rue JFA Chenouard, Drain;;49069;49530;Orée d'Anjou;OREE D ANJOU;47.33922;-1.2066;msap@rivesdeloire.fr;02 40 98 26 76;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 19:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.20339;-0.99356;;Point;281;49;Beaupréau-en-Mauges;10 Rue du sous Préfet Barré;;49023;49600;Beaupréau-en-Mauges;BEAUPREAU EN MAUGES;47.20339;-0.99356;franceservices.csevreetmauges@orange.fr;02 41 63 06 33;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;Hors vacances scolaires : 9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.7253;-0.91769;;Point;282;50;Sourdeval;13 c Rue de Tinchebray;;50582;50150;Sourdeval;SOURDEVAL;48.7253;-0.91769;nathalie.andre@msm-normandie.fr;02 33 79 30 60;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;-;;;Espace labellisé;25;Sourdeval;282;671;Espace labellisé 01/2020;FS
48.7238;-1.1691;;Point;283;50;Brecey;7 bis Rue Louis René le Berriays;;50074;50370;Brécey;BRECEY;48.7238;-1.1691;msap.brecey@msm-normandie.fr;02 33 68 21 50;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.21883;-1.53378;;Point;284;50;Lessay;11 Place Saint Cloud;;50267;50430;Lessay;LESSAY;49.21883;-1.53378;msap@maisondupaysdelessay.fr;02 33 46 84 69;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.30473;-1.25053;;Point;285;50;Carentan;28 Rue de la 101e Airborne;;50099;50500;Carentan-les-Marais;CARENTAN LES MARAIS;49.30473;-1.25053;;;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.57886;-1.09064;;Point;286;50;St Hilaire du Harcouet;65 Place Louis Delaporte;;50484;50600;Saint-Hilaire-du-Harcouët;ST HILAIRE DU HARCOUET;48.57886;-1.09064;msap.sthilaire@msm-normandie.fr;02 33 69 28 05;8:30 - 12:30 / 14:00 - 17:00;8:30 - 12:30 / 14:00 - 17:00;8:30 - 12:30 / 14:00 - 17:00;8:30 - 12:30 / 14:00 - 17:00;8:30 - 12:30 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.53852;-0.87283;;Point;287;50;Le teilleul;32 Rue Beauregard;;50591;50640;Le Teilleul;LE TEILLEUL;48.53852;-0.87283;;;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;-;;;Espace labellisé;26;Teilleul;287;672;Espace labellisé 01/2020;FS
49.51003;-1.46932;;Point;288;50;Valognes;22 Rue de Poterie;;50615;50700;Valognes;VALOGNES;49.51003;-1.46932;;;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.28689;3.813739;;Point;290;51;Jonchery sur Vesle;Rue du Marche;;51308;51140;Jonchery-sur-Vesle;JONCHERY SUR VESLE;49.28689;3.813739;msap.jonchery-sur-vesle@laposte.net;03 26 08 36 44;13:30 - 18:00;13:30 - 19:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 ;13:30 - 17:00 ;10:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.79731;4.667419;;Point;291;51;Bassuet;1 Rue Ernest Haudos;;51040;51300;Bassuet;BASSUET;48.79731;4.667419;-;09 72 65 02 46;8:30 - 12:00;-;9:00 - 12:00 / 13:45 - 17:00;-;-;-;;;Espace labellisé;4;Bassuet;291;"626 ; 627";Espace labellisé 01/2020;FS
49.07704;3.642586;;Point;292;51;Paysages de la Champagne - Dormans;3 Rue du Marechal Foch;;51217;51700;Dormans;DORMANS;49.07704;3.642586;franceservices@ccpc51.fr;03 26 59 18 70;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;9:00 - 12:00 / Sur RDV : 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;5;Paysages de la Champagne;292;"631 ; 632 ; 633";Espace labellisé 01/2020;FS
49.0959;4.914458;;Point;293;51;Argonne Champenoise;50 Avenue de Pertison;;51507;51800;Sainte-Menehould;STE MENEHOULD;49.0959;4.914458;msap@cc-argonnechampenoise.fr;03 26 60 59 92;13:30 - 17:00;8:30 - 17:30;8:30 - 12:00;13:30 - 17:30;8:30 - 17:30;-;;;Espace labellisé;3;Argonne Champenoise;293;"628 ; 629 ; 630";Espace labellisé 01/2020;FS
48.18663;5.108716;;Point;297;52;Bologne;1-3 rue de Chaumont;;52058;52310;Bologne;BOLOGNE;48.18663;5.108716;franceservices.bologne@agglo-chaumont.fr;03 25 03 44 08;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.4115;-0.8136;;Point;298;53;Gorron;Place de la Mairie;;53107;53120;Gorron;GORRON;48.4115;-0.8136;msap@gorron.fr;02 43 30 10 58;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:30;8:30 - 12:15 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.45725;-0.2069;;Point;299;53;Pré-en-Pail-Saint-Samson;1 Rue de la Corniche de Pail;;53185;53140;Pré-en-Pail-Saint-Samson;PRE EN PAIL ST SAMSON;48.45725;-0.2069;dgs@cc-montdesavaloirs.fr;02 43 30 11 11;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.94959;-0.54203;;Point;300;53;Meslay-du-Maine;1 Voie de la Guiternière ;;53152;53170;Meslay-du-Maine;MESLAY DU MAINE;47.94959;-0.54203;;;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.40348;-0.62983;;Point;301;53;Ambrières-les-Vallées;6 Place du Château ;;53003;53300;Ambrières-les-Vallées;AMBRIERES LES VALLEES;48.40348;-0.62983;;;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00– 17:00;9:00 - 12:00 / 14:00– 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.8495;-0.95569;;Point;303;53;Craon;29 Rue de la Libération;;53084;53400;Craon;CRAON;47.8495;-0.95569;msap@cias.paysdecraon.fr;02 43 09 09 65;9:00 - 12:30 / 13:30 - 17:30;9:00– 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30 ;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.3394;-0.2812;;Point;305;53;Villaines-la-Juhel;17 Boulevard du Général de Gaulle;;53271;53700;Villaines-la-Juhel;VILLAINES LA JUHEL;48.3394;-0.2812;dgs@cc-montdesavaloirs.fr;02 43 30 13 13;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.74236;6.347801;;Point;306;54;Seille et Grand Couronné;47 rue Saint Barthélémy;;54113;54280;Champenoux;CHAMPENOUX;48.74236;6.347801;;;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30 / 13:30 - 16:30;9:00 - 12:00;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.55545;6.441162;;Point;308;54;Mont sur Meurthe;3 rue de la Meurthe;;54383;54360;Mont-sur-Meurthe;MONT SUR MEURTHE;48.55545;6.441162;;;9:00 - 12:00 / 13:30 - 17:30;13:30 - 17:30;8:30 - 13:30;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 17:30;Sur RDV;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.65545;6.488118;;Point;309;54;Einville et Environs;35 grande rue;;54176;54370;Einville-au-Jard;EINVILLE AU JARD;48.65545;6.488118;relaisfamilles.einville@famillesrurales.org;03 83 72 06 91;8:30 - 12:00 / 13:00 - 17:30;13:00 - 17:30;8:30 - 12:00;8:30 - 12:00;13:00 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.52435;5.761761;;Point;311;54;PIMMS - Grand Longwy;14 rue Stanislas ;;54323;54400;Longwy;LONGWY;49.52435;5.761761;grandlongwy@pimms.org;03 82 44 54 50;8:45 - 12:00 / 14:00 - 16:45;Sur RDV : matin / Sans RDV : 14:00 - 16:45;8:45 - 12:00 / 14:00 - 16:45;Sur RDV;8:45 - 12:00 / 14:00 - 16:45;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.95572;5.866697;;Point;314;54;Mad & Moselle;2bis rue Henri Poulet ;;54518;54470;Thiaucourt-Regniéville;THIAUCOURT REGNIEVILLE;48.95572;5.866697;franceservices@cc-madetmoselle.fr;03 83 81 91 69;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30 // Certains services seulement : 12:30 - 18:30;8:30 - 12:30 / 13:30 - 16:30;Certains services : 9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.51309;5.506251;;Point;317;55;Gondrecourt le Château;5, place de l’Hôtel de Ville;;55215;55130;Gondrecourt-le-Château;GONDRECOURT LE CHATEAU;48.51309;5.506251;france-services.gondrecourt-le-chateau@laposte.fr;03 29 89 65 55;14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.76242;5.589912;;Point;318;55;Commercy;22 Avenue Stanislas;;55122;55200;Commercy;COMMERCY;48.76242;5.589912;sp-commercy@meuse.gouv.fr;03 29 91 70 71;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
49.21344;5.64121;;Point;320;55;Centre Socioculturel d'Étain et sa Région;25 rue des Ecoles;;55181;55400;Étain;ETAIN;49.21344;5.64121;contact@cscetain.org;03 29 87 21 41; 13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.68803;5.322006;;Point;321;55;Ligny-en-Barrois;12 / 14 Rue des Etats Unis ;;55291;55500;Ligny-en-Barrois;LIGNY EN BARROIS;48.68803;5.322006;;;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.48952;5.194254;;Point;322;55;Stenay val Dunois;6 d Avenue de Verdun;;55502;55700;Stenay;STENAY;49.48952;5.194254;accueil@ccstenaydun.fr;03 29 80 31 81;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.0676;-3.20669;;Point;326;56;Guémené-sur-Scorff;14 rue Joseph Pérès;;56073;56160;Guémené-sur-Scorff;GUEMENE SUR SCORFF;48.0676;-3.20669;msap-guemene@orange.fr;02 97 07 59 15;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 16:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.63856;-3.45494;;Point;328;56;Groix;13 rue de l’Église;;56069;56590;Groix;GROIX;47.63856;-3.45494;msap@groix.fr;02 97 12 85 20;10:00 - 12:00 / 13:30 - 16:30;10:00 - 12:00 / 13:30 - 16:30;10:00 - 12:00 / 13:30 - 16:30;10:00 - 12:00 / 13:30 - 16:30;10:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.41511;6.13249;;Point;329;57;Entrange ;22 Rue du Silo;;57194;57330;Entrange;ENTRANGE;49.41511;6.13249;f.services@cc-ce.com;03 82 54 95 90;-;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 16:30;9:00 - 12:30;9:00 - 12:30;9:00 - 12:30;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.05616;3.658447;;Point;330;58;Chatillon en Bazois;1 bis rue de la Picherotte;;58065;58110;Châtillon-en-Bazois;CHATILLON EN BAZOIS;47.05616;3.658447;msap.chatillon@csbazois.org;03 86 84 19 00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
47.06284;3.934114;;Point;331;58;Château Chinon;6 Place Notre Dame ;;58062;58120;Château-Chinon (Ville);CHATEAU CHINON;47.06284;3.934114;relaisaccueil-chateauchinon@hotmail.fr;03 86 85 29 21;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
47.29006;3.823199;;Point;332;58;Centre social Intercommunal des Portes du Morvan;Quartier Henri Bachelin;;58145;58140;Lormes;LORMES;47.29006;3.823199;centre.social.lormes@wanadoo.fr;03 86 22 85 47;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.78737;3.96471;;Point;333;58;Luzy;12 Avenue Marceau;;58149;58170;Luzy;LUZY;46.78737;3.96471;;;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
47.35658;3.385824;;Point;334;58;Varzy;7 rue Nicolas Colbert;;58304;58210;Varzy;VARZY;47.35658;3.385824;centresocial.58210@wanadoo.fr;;8:30 - 12:00 / 13:30 - 17:00;8:30 : 12:00 / 13:30 - 18:00;08:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 18:00;8:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.37306;3.125918;;Point;335;58;Donzy;1 place de la mairie;;58102;58220;Donzy;DONZY;47.37306;3.125918;accueilmairie@mairie-donzy.fr;;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 18:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 18:00;8:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.21444;4.025107;;Point;336;58;Montsauche;Place Marcel Mariller;;58180;58230;Montsauche-les-Settons;MONTSAUCHE LES SETTONS;47.21444;4.025107;relais.accueil-montsauche@orange.fr;03 86 84 52 52;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.7941;3.121975;;Point;337;58;Saint Pierre le Moutier;35 Avenue du 8 Mai ;;58264;58240;Saint-Pierre-le-Moûtier;ST PIERRE LE MOUTIER;46.7941;3.121975;msap.csstpierre@orange.fr;;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 15:30;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.86156;3.645593;;Point;338;58;Cercy la Tour;4 rue François Mitterrand;;58046;58340;Cercy-la-Tour;CERCY LA TOUR;46.86156;3.645593;centre-social-fours@wanadoo.fr;03 86 50 89 16;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
46.88872;3.464459;;Point;339;58;La Machine;3 Avenue de la Republique;;58151;58260;La Machine;LA MACHINE;46.88872;3.464459;fonctionaccueil@csc-lamachine.fr;;9:00 - 12:00 / 13:30 - 18:00;13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
